Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
LARS1,P07814,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],EPRS GLNS PARS QARS QPRS,"FUNCTION: Multifunctional protein which primarily functions within the aminoacyl-tRNA synthetase multienzyme complex, also known as multisynthetase complex. Within the complex it catalyzes the attachment of both L-glutamate and L-proline to their cognate tRNAs in a two-step reaction where the amino acid is first activated by ATP to form a covalent intermediate with AMP. Subsequently, the activated amino acid is transferred to the acceptor end of the cognate tRNA to form L-glutamyl-tRNA(Glu) and L-prolyl-tRNA(Pro) (PubMed:23263184, PubMed:24100331, PubMed:29576217, PubMed:3290852, PubMed:37212275). Upon interferon-gamma stimulation, EPRS1 undergoes phosphorylation, causing its dissociation from the aminoacyl-tRNA synthetase multienzyme complex. It is recruited to form the GAIT complex, which binds to stem loop-containing GAIT elements found in the 3'-UTR of various inflammatory mRNAs, such as ceruloplasmin. The GAIT complex inhibits the translation of these mRNAs, allowing interferon-gamma to redirect the function of EPRS1 from protein synthesis to translation inhibition in specific cell contexts (PubMed:15479637, PubMed:23071094). Furthermore, it can function as a downstream effector in the mTORC1 signaling pathway, by promoting the translocation of SLC27A1 from the cytoplasm to the plasma membrane where it mediates the uptake of long-chain fatty acid by adipocytes. Thereby, EPRS1 also plays a role in fat metabolism and more indirectly influences lifespan (PubMed:28178239). {ECO:0000269|PubMed:15479637, ECO:0000269|PubMed:23071094, ECO:0000269|PubMed:23263184, ECO:0000269|PubMed:24100331, ECO:0000269|PubMed:28178239, ECO:0000269|PubMed:29576217, ECO:0000269|PubMed:3290852, ECO:0000269|PubMed:37212275}.",,,ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; GTPase binding [GO:0051020]; identical protein binding [GO:0042802]; proline-tRNA ligase activity [GO:0004827]; protein homodimerization activity [GO:0042803]; RNA stem-loop binding [GO:0035613]; zinc ion binding [GO:0008270],"DISEASE: Leukodystrophy, hypomyelinating, 15 (HLD15) [MIM:617951]: An autosomal recessive disorder characterized by hypomyelinating leukodystrophy with thinning of the corpus callosum. Clinical features include motor and cognitive impairment appearing in the first or second decade of life, dystonia, ataxia, spasticity, and dysphagia. Most patients develop severe optic atrophy, and some have hearing loss. {ECO:0000269|PubMed:29576217}. Note=The disease may be caused by variants affecting the gene represented in this entry.",CHEMBL3873;
LARS1,Q8N122,Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein),KIAA1303 RAPTOR,"FUNCTION: Component of the mechanistic target of rapamycin complex 1 (mTORC1), an evolutionarily conserved central nutrient sensor that stimulates anabolic reactions and macromolecule biosynthesis to promote cellular biomass generation and growth (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:32561715, PubMed:37541260). In response to nutrients, growth factors or amino acids, mTORC1 is recruited to the lysosome membrane and promotes protein, lipid and nucleotide synthesis by phosphorylating several substrates, such as ribosomal protein S6 kinase (RPS6KB1 and RPS6KB2) and EIF4EBP1 (4E-BP1) (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:37541260). In the same time, it inhibits catabolic pathways by phosphorylating the autophagy initiation components ULK1 and ATG13, as well as transcription factor TFEB, a master regulators of lysosomal biogenesis and autophagy (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:32561715, PubMed:37541260). The mTORC1 complex is inhibited in response to starvation and amino acid depletion (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:37541260). Within the mTORC1 complex, RPTOR acts both as a molecular adapter, which (1) mediates recruitment of mTORC1 to lysosomal membranes via interaction with small GTPases Rag (RagA/RRAGA, RagB/RRAGB, RagC/RRAGC and/or RagD/RRAGD), and a (2) substrate-specific adapter, which promotes substrate specificity by binding to TOS motif-containing proteins and direct them towards the active site of the MTOR kinase domain for phosphorylation (PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:37541260). mTORC1 complex regulates many cellular processes, such as odontoblast and osteoclast differentiation or neuronal transmission (By similarity). mTORC1 complex in excitatory neuronal transmission is required for the prosocial behavior induced by the psychoactive substance lysergic acid diethylamide (LSD) (By similarity). {ECO:0000250|UniProtKB:Q8K4Q0, ECO:0000269|PubMed:12150925, ECO:0000269|PubMed:12150926, ECO:0000269|PubMed:12747827, ECO:0000269|PubMed:24403073, ECO:0000269|PubMed:26588989, ECO:0000269|PubMed:32561715, ECO:0000269|PubMed:37541260}.",,,14-3-3 protein binding [GO:0071889]; enzyme-substrate adaptor activity [GO:0140767]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; protein serine/threonine kinase inhibitor activity [GO:0030291]; protein-containing complex binding [GO:0044877]; protein-macromolecule adaptor activity [GO:0030674]; small GTPase binding [GO:0031267],,CHEMBL3120040;
LARS1,A0A6I8PRS0,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,B4DER1,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PLB3,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PLB8,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PS05,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PTV8,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PL42,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PRU9,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PIP7,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PIV1,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PIT3,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),,,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A6I8PRP1,Leucyl-tRNA synthetase 1,,,,,ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],,
LARS1,A0A140VJW5,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase)",,FUNCTION: Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. {ECO:0000256|ARBA:ARBA00003170}.,,,aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],,
SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1),SEC61A,"FUNCTION: Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across the endoplasmic reticulum (ER) (PubMed:12475939, PubMed:22375059, PubMed:28782633, PubMed:29719251, PubMed:32814900). Forms a ribosome receptor and a gated pore in the ER membrane, both functions required for cotranslational translocation of nascent polypeptides (PubMed:22375059, PubMed:28782633, PubMed:29719251). May cooperate with auxiliary protein SEC62, SEC63 and HSPA5/BiP to enable post-translational transport of small presecretory proteins (PubMed:22375059, PubMed:29719251). The SEC61 channel is also involved in ER membrane insertion of transmembrane proteins: it mediates membrane insertion of the first few transmembrane segments of proteins, while insertion of subsequent transmembrane regions of multi-pass membrane proteins is mediated by the multi-pass translocon (MPT) complex (PubMed:32820719, PubMed:36261522). The SEC61 channel cooperates with the translocating protein TRAM1 to import nascent proteins into the ER (PubMed:8616892). Controls the passive efflux of calcium ions from the ER lumen to the cytosol through SEC61 channel, contributing to the maintenance of cellular calcium homeostasis (PubMed:28782633). Plays a critical role in nephrogenesis, specifically at pronephros stage (By similarity). {ECO:0000250|UniProtKB:P61620, ECO:0000269|PubMed:12475939, ECO:0000269|PubMed:22375059, ECO:0000269|PubMed:28782633, ECO:0000269|PubMed:29719251, ECO:0000269|PubMed:32814900, ECO:0000269|PubMed:32820719, ECO:0000269|PubMed:36261522, ECO:0000269|PubMed:8616892}.",,,calcium channel activity [GO:0005262]; protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048],"DISEASE: Tubulointerstitial kidney disease, autosomal dominant, 5 (ADTKD5) [MIM:617056]: A form of autosomal dominant tubulointerstitial kidney disease, a genetically heterogeneous disorder characterized by slowly progressive loss of kidney function, bland urinary sediment, hyperuricemia, absent or mildly increased albuminuria, lack of severe hypertension during the early stages, and normal or small kidneys on ultrasound. Renal histology shows variable abnormalities including interstitial fibrosis with tubular atrophy, microcystic dilatation of the tubules, thickening of tubular basement membranes, medullary cysts, and secondary glomerulosclerotic or glomerulocystic changes with abnormal glomerular tufting. There is significant variability, as well as incomplete penetrance. {ECO:0000269|PubMed:27392076, ECO:0000269|PubMed:33185949}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Immunodeficiency, common variable, 15 (CVID15) [MIM:620670]: An autosomal dominant immunologic disorder resulting in recurrent severe infections since early childhood or infancy, and characterized by hypogammaglobulinemia with antibody deficiencies of IgM, IgG, and IgA due to impaired plasma cell homeostasis, although other B cell subset numbers are normal. T and NK cells are also normal. CVID15 inheritance is autosomal dominant. {ECO:0000269|PubMed:28782633}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neutropenia, severe congenital, 11, autosomal dominant (SCN11) [MIM:620674]: A form of severe congenital neutropenia, a disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l, and early onset of severe bacterial infections. SCN11 is characterized by the onset of recurrent infections, mainly bacterial, in early childhood. {ECO:0000269|PubMed:32325141}. Note=The disease may be caused by variants affecting the gene represented in this entry.",
SEC61A1,P60059,Protein transport protein Sec61 subunit gamma,,"FUNCTION: Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across the endoplasmic reticulum (ER) (By similarity). Forms a ribosome receptor and a gated pore in the ER membrane, both functions required for cotranslational translocation of nascent polypeptides (By similarity). The SEC61 channel is also involved in ER membrane insertion of transmembrane proteins: it mediates membrane insertion of the first few transmembrane segments of proteins, while insertion of subsequent transmembrane regions of multi-pass membrane proteins is mediated by the multi-pass translocon (MPT) complex (PubMed:32820719, PubMed:36261522). The SEC61 channel cooperates with the translocating protein TRAM1 to import nascent proteins into the ER (By similarity). {ECO:0000250|UniProtKB:P60058, ECO:0000250|UniProtKB:P61619, ECO:0000269|PubMed:32820719, ECO:0000269|PubMed:36261522}.",,,protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022],,
SEC61A1,P60468,Protein transport protein Sec61 subunit beta,,"FUNCTION: Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across the endoplasmic reticulum (ER) (PubMed:12475939). Forms a ribosome receptor and a gated pore in the ER membrane, both functions required for cotranslational translocation of nascent polypeptides (PubMed:12475939). The SEC61 channel is also involved in ER membrane insertion of transmembrane proteins: it mediates membrane insertion of the first few transmembrane segments of proteins, while insertion of subsequent transmembrane regions of multi-pass membrane proteins is mediated by the multi-pass translocon (MPT) complex (PubMed:32820719, PubMed:36261522). The SEC61 channel cooperates with the translocating protein TRAM1 to import nascent proteins into the ER (PubMed:19121997). {ECO:0000269|PubMed:12475939, ECO:0000269|PubMed:19121997, ECO:0000269|PubMed:32820719, ECO:0000269|PubMed:36261522}.",,,epidermal growth factor binding [GO:0048408]; guanyl-nucleotide exchange factor activity [GO:0005085]; ribosome binding [GO:0043022]; RNA binding [GO:0003723],"DISEASE: Note=Loss-of-function SEC61B variations may cause autosomal dominant polycystic liver disease (PCLD) in patients that lack variations in known causative genes, such as PRKCSH and SEC63. {ECO:0000305|PubMed:28375157}.",
