Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
MCM5,B4DVK5,DNA replication licensing factor MCM5 (EC 3.6.4.12),,"FUNCTION: Acts as a component of the MCM2-7 complex (MCM complex) which is the replicative helicase essential for 'once per cell cycle' DNA replication initiation and elongation in eukaryotic cells. Core component of CDC45-MCM-GINS (CMG) helicase, the molecular machine that unwinds template DNA during replication, and around which the replisome is built. The active ATPase sites in the MCM2-7 ring are formed through the interaction surfaces of two neighboring subunits such that a critical structure of a conserved arginine finger motif is provided in trans relative to the ATP-binding site of the Walker A box of the adjacent subunit. The six ATPase active sites, however, are likely to contribute differentially to the complex helicase activity. {ECO:0000256|ARBA:ARBA00045440}.; FUNCTION: Acts as component of the MCM2-7 complex (MCM complex) which is the replicative helicase essential for 'once per cell cycle' DNA replication initiation and elongation in eukaryotic cells. The active ATPase sites in the MCM2-7 ring are formed through the interaction surfaces of two neighboring subunits such that a critical structure of a conserved arginine finger motif is provided in trans relative to the ATP-binding site of the Walker A box of the adjacent subunit. The six ATPase active sites, however, are likely to contribute differentially to the complex helicase activity. {ECO:0000256|RuleBase:RU368063}.",,,ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518],,
MCM5,B1AHB2,DNA helicase (EC 3.6.4.12),,,,,ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518],,
SLC1A1,P43005,Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1),EAAC1 EAAT3 HEAAC1,"FUNCTION: Sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and also L-aspartate and D-aspartate (PubMed:21123949, PubMed:26690923, PubMed:33658209, PubMed:7521911, PubMed:7914198, PubMed:8857541). Can also transport L-cysteine (PubMed:21123949). Functions as a symporter that transports one amino acid molecule together with two or three Na(+) ions and one proton, in parallel with the counter-transport of one K(+) ion (PubMed:26690923, PubMed:33658209, PubMed:7521911, PubMed:8857541). Mediates Cl(-) flux that is not coupled to amino acid transport; this avoids the accumulation of negative charges due to aspartate and Na(+) symport (PubMed:26690923, PubMed:8857541). Plays an important role in L-glutamate and L-aspartate reabsorption in renal tubuli (PubMed:21123949). Plays a redundant role in the rapid removal of released glutamate from the synaptic cleft, which is essential for terminating the postsynaptic action of glutamate (By similarity). Contributes to glutathione biosynthesis and protection against oxidative stress via its role in L-glutamate and L-cysteine transport (By similarity). Negatively regulated by ARL6IP5 (By similarity). {ECO:0000250|UniProtKB:P51906, ECO:0000250|UniProtKB:P51907, ECO:0000269|PubMed:21123949, ECO:0000269|PubMed:26690923, ECO:0000269|PubMed:33658209, ECO:0000269|PubMed:7521911, ECO:0000269|PubMed:7914198, ECO:0000269|PubMed:8857541}.",,,chloride transmembrane transporter activity [GO:0015108]; cysteine transmembrane transporter activity [GO:0033229]; D-aspartate transmembrane transporter activity [GO:0140010]; glutamate binding [GO:0016595]; glutamate:sodium symporter activity [GO:0015501]; high-affinity L-glutamate transmembrane transporter activity [GO:0005314]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; metal ion binding [GO:0046872]; monoatomic anion channel activity [GO:0005253],"DISEASE: Dicarboxylic aminoaciduria (DCBXA) [MIM:222730]: An autosomal recessive disorder characterized by abnormal excretion of urinary glutamate and aspartate, resulting from the incomplete reabsorption of anionic amino acids from the glomerular filtrate in the kidney. It can be associated with intellectual disability. {ECO:0000269|PubMed:21123949}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Schizophrenia 18 (SCZD18) [MIM:615232]: A complex, multifactorial psychotic disorder or group of disorders characterized by disturbances in the form and content of thought (e.g. delusions, hallucinations), in mood (e.g. inappropriate affect), in sense of self and relationship to the external world (e.g. loss of ego boundaries, withdrawal), and in behavior (e.g bizarre or apparently purposeless behavior). Although it affects emotions, it is distinguished from mood disorders in which such disturbances are primary. Similarly, there may be mild impairment of cognitive function, and it is distinguished from the dementias in which disturbed cognitive function is considered primary. Some patients manifest schizophrenic as well as bipolar disorder symptoms and are often given the diagnosis of schizoaffective disorder. {ECO:0000269|PubMed:21982423, ECO:0000269|PubMed:23341099}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. A deletion at the chromosome 9p24.2 locus, including SLC1A1, has been identified in patients with psychotic disorders (PubMed:21982423). This 84 kb deletion is immediately upstream of the SLC1A1 gene in a regulatory region that contains the full native promoter sequence, extends through exon 1 of the SLC1A1 mRNA, co-segregates with disease in an extended 5-generation pedigree and increases disease risk more than 18-fold for family members (PubMed:23341099). {ECO:0000269|PubMed:21982423, ECO:0000269|PubMed:23341099}.",CHEMBL2721;
SLC1A1,O75915,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27),DERP11 JWA PRA2 PRAF3,"FUNCTION: Regulates intracellular concentrations of taurine and glutamate. Negatively modulates SLC1A1/EAAC1 glutamate transport activity by decreasing its affinity for glutamate in a PKC activity-dependent manner. Plays a role in the retention of SLC1A1/EAAC1 in the endoplasmic reticulum. {ECO:0000250|UniProtKB:Q8R5J9, ECO:0000250|UniProtKB:Q9ES40}.",,,,,
SLC1A1,H0Y7R2,Amino acid transporter,,"FUNCTION: Sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and also L-aspartate and D-aspartate. Can also transport L-cysteine. Functions as a symporter that transports one amino acid molecule together with two or three Na(+) ions and one proton, in parallel with the counter-transport of one K(+) ion. Mediates Cl(-) flux that is not coupled to amino acid transport; this avoids the accumulation of negative charges due to aspartate and Na(+) symport. Plays an important role in L-glutamate and L-aspartate reabsorption in renal tubuli. Plays a redundant role in the rapid removal of released glutamate from the synaptic cleft, which is essential for terminating the postsynaptic action of glutamate. Contributes to glutathione biosynthesis and protection against oxidative stress via its role in L-glutamate and L-cysteine transport. Negatively regulated by ARL6IP5. {ECO:0000256|ARBA:ARBA00045494}.",,,L-amino acid transmembrane transporter activity [GO:0015179]; symporter activity [GO:0015293],,
SLC1A1,O75298,Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI),NSPL1,"FUNCTION: Inhibits amyloid precursor protein processing, probably by blocking BACE1 activity (PubMed:15286784). Enhances trafficking of the glutamate transporter SLC1A1/EAAC1 from the endoplasmic reticulum to the cell surface (By similarity). Plays a role in the translocation of SLC2A4/GLUT4 from intracellular membranes to the cell membrane which facilitates the uptake of glucose into the cell (By similarity). {ECO:0000250|UniProtKB:O70622, ECO:0000250|UniProtKB:Q6WN19, ECO:0000269|PubMed:15286784}.",,,,"DISEASE: Spastic paraplegia 12, autosomal dominant (SPG12) [MIM:604805]: A form of spastic paraplegia, a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. {ECO:0000269|PubMed:22232211, ECO:0000269|PubMed:35684947}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity (HMNR11) [MIM:620854]: A form of distal hereditary motor neuronopathy, a heterogeneous group of neuromuscular diseases caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. HMNR11 is an autosomal recessive form characterized by slowly progressive muscle weakness in the distal upper and lower limbs, lower limb spasticity and hyperreflexia, with onset in the first decade of life. Affected individuals have difficulty walking, although ambulation is retained into adulthood. Nerve conduction studies reveal axonal motor neuropathy with neurogenic changes in the electromyography. {ECO:0000269|PubMed:38527963}. Note=The disease is caused by variants affecting the gene represented in this entry.",
SLC1A1,Q8TBG9,Synaptoporin,,FUNCTION: Intrinsic membrane protein of small synaptic vesicles. Probable vesicular channel protein (By similarity). {ECO:0000250}.,,,,,
SLC1A1,Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum),ARL6IP ARMER KIAA0069,"FUNCTION: Positively regulates SLC1A1/EAAC1-mediated glutamate transport by increasing its affinity for glutamate in a PKC activity-dependent manner. Promotes the catalytic efficiency of SLC1A1/EAAC1 probably by reducing its interaction with ARL6IP5, a negative regulator of SLC1A1/EAAC1-mediated glutamate transport (By similarity). Plays a role in the formation and stabilization of endoplasmic reticulum tubules (PubMed:24262037). Negatively regulates apoptosis, possibly by modulating the activity of caspase-9 (CASP9). Inhibits cleavage of CASP9-dependent substrates and downstream markers of apoptosis but not CASP9 itself (PubMed:12754298). May be involved in protein transport, membrane trafficking, or cell signaling during hematopoietic maturation (PubMed:10995579). {ECO:0000250|UniProtKB:Q9JKW0, ECO:0000269|PubMed:12754298, ECO:0000269|PubMed:24262037, ECO:0000303|PubMed:10995579}.",,,identical protein binding [GO:0042802],"DISEASE: Spastic paraplegia 61, autosomal recessive (SPG61) [MIM:615685]: A complicated form of spastic paraplegia with polysensory and motor neuropathy. Spastic paraplegia is a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. {ECO:0000269|PubMed:24482476, ECO:0000269|PubMed:30237576}. Note=The disease is caused by variants affecting the gene represented in this entry.",
SLC1A1,Q96PQ0,VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain],KIAA1329,"FUNCTION: The heterodimer formed by NGFR and SORCS2 functions as receptor for the precursor forms of NGF (proNGF) and BDNF (proBDNF) (PubMed:22155786, PubMed:24908487). ProNGF and proBDNF binding both promote axon growth cone collapse (in vitro) (PubMed:22155786, PubMed:24908487). Plays a role in the regulation of dendritic spine density in hippocampus neurons (By similarity). Required for normal neurite branching and extension in response to BDNF (PubMed:27457814). Plays a role in BDNF-dependent hippocampal synaptic plasticity. Together with NGFR and NTRK2, is required both for BDNF-mediated synaptic long-term depression and long-term potentiation (PubMed:27457814). ProNGF binding promotes dissociation of TRIO from the heterodimer, which leads to inactivation of RAC1 and/or RAC2 and subsequent reorganization of the actin cytoskeleton (PubMed:22155786). Together with the retromer complex subunit VPS35, required for normal expression of GRIN2A at synapses and dendritic cell membranes. Required for normal expression of the amino acid transporter SLC1A1 at the cell membrane, and thereby contributes to protect cells against oxidative stress (By similarity). {ECO:0000250|UniProtKB:Q9EPR5, ECO:0000269|PubMed:22155786, ECO:0000269|PubMed:24908487, ECO:0000269|PubMed:27457814}.; FUNCTION: [SorCS2 122 kDa chain]: Does not promote Schwann cell apoptosis in response to proBDNF. {ECO:0000269|PubMed:24908487}.; FUNCTION: SorCS2 104 kDa chain and SorCS2 18 kDa chain together promote Schwann cell apoptosis in response to proBDNF. {ECO:0000269|PubMed:24908487}.",,,neuropeptide receptor activity [GO:0008188],,
SLC1A1,Q5T700,Low-density lipoprotein receptor class A domain-containing protein 1,,,,,,,
SLC1A1,Q7Z7N9,Transmembrane protein 179B,,,,,,,
SLC1A1,P78382,CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (CST) (Solute carrier family 35 member A1),,"FUNCTION: Transports CMP-sialic acid from the cytosol into the Golgi apparatus, functioning as an antiporter that exchanges CMP-sialic acid for CMP (PubMed:12682060, PubMed:15576474, PubMed:23873973). Binds both CMP-sialic acid and free CMP, but has higher affinity for free CMP (By similarity). Also able to exchange CMP-sialic acid for AMP and UMP (PubMed:12682060). Also mediates the transport of CDP-ribitol (By similarity). {ECO:0000250|UniProtKB:Q61420, ECO:0000269|PubMed:12682060, ECO:0000269|PubMed:15576474, ECO:0000269|PubMed:23873973}.",,,antiporter activity [GO:0015297]; CMP-N-acetylneuraminate transmembrane transporter activity [GO:0005456],"DISEASE: Congenital disorder of glycosylation 2F (CDG2F) [MIM:603585]: CDGs are a family of severe inherited diseases caused by a defect in protein N-glycosylation. They are characterized by under-glycosylated serum proteins. These multisystem disorders present with a wide variety of clinical features, such as disorders of the nervous system development, psychomotor retardation, dysmorphic features, hypotonia, coagulation disorders, and immunodeficiency. The broad spectrum of features reflects the critical role of N-glycoproteins during embryonic development, differentiation, and maintenance of cell functions. {ECO:0000269|PubMed:15576474, ECO:0000269|PubMed:23873973, ECO:0000269|PubMed:28856833}. Note=The disease is caused by variants affecting the gene represented in this entry.",
SLC1A1,Q99942,E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (RING finger protein 5) (Ram1 homolog) (HsRma1),G16 NG2 RMA1,"FUNCTION: Membrane-bound E3 ubiquitin-protein ligase that mediates ubiquitination of target proteins (PubMed:11329381, PubMed:12861019, PubMed:16176924, PubMed:19269966, PubMed:19285439). May function together with E2 ubiquitin-conjugating enzymes UBE2D1/UBCH5A and UBE2D2/UBC4 (PubMed:11329381). Mediates ubiquitination of PXN/paxillin,thereby regulating cell motility and localization of PXN/paxillin (PubMed:12861019). Catalyzes ubiquitination of Salmonella type III secreted protein sopA (PubMed:16176924). Mediates the 'Lys-63'-linked polyubiquitination of JKAMP thereby regulating JKAMP function by decreasing its association with components of the proteasome and ERAD; the ubiquitination appears to involve E2 ubiquitin-conjugating enzyme UBE2N (PubMed:19269966). Mediates the 'Lys-48'-linked polyubiquitination of STING1 at 'Lys-150' leading to its proteasomal degradation; the ubiquitination occurs in mitochondria after viral transfection and regulates antiviral responses (PubMed:19285439). Catalyzes ubiquitination and subsequent degradation of ATG4B, thereby inhibiting autophagy (PubMed:23093945). {ECO:0000269|PubMed:11329381, ECO:0000269|PubMed:12861019, ECO:0000269|PubMed:16176924, ECO:0000269|PubMed:19269966, ECO:0000269|PubMed:19285439, ECO:0000269|PubMed:23093945}.",,"PATHWAY: Protein modification; protein ubiquitination. {ECO:0000269|PubMed:19269966, ECO:0000269|PubMed:19285439, ECO:0000269|PubMed:23093945}.",identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-like protein conjugating enzyme binding [GO:0044390]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270],,
SLC1A1,Q14802,FXYD domain-containing ion transport regulator 3 (Chloride conductance inducer protein Mat-8) (Mammary tumor 8 kDa protein) (Phospholemman-like) (Sodium/potassium-transporting ATPase subunit FXYD3),MAT8 PLML,"FUNCTION: Associates with and regulates the activity of the sodium/potassium-transporting ATPase (NKA) which transports Na(+) out of the cell and K(+) into the cell (PubMed:17077088). Reduces glutathionylation of the NKA beta-1 subunit ATP1B1, thus reversing glutathionylation-mediated inhibition of ATP1B1 (PubMed:21454534). Induces a hyperpolarization-activated chloride current when expressed in Xenopus oocytes (PubMed:7836447). {ECO:0000269|PubMed:17077088, ECO:0000269|PubMed:21454534, ECO:0000269|PubMed:7836447}.; FUNCTION: [Isoform 1]: Decreases the apparent K+ and Na+ affinity of the sodium/potassium-transporting ATPase over a large range of membrane potentials. {ECO:0000269|PubMed:17077088}.; FUNCTION: [Isoform 2]: Decreases the apparent K+ affinity of the sodium/potassium-transporting ATPase only at slightly negative and positive membrane potentials and increases the apparent Na+ affinity over a large range of membrane potentials. {ECO:0000269|PubMed:17077088}.",,,ATPase binding [GO:0051117]; chloride channel activity [GO:0005254]; sodium channel regulator activity [GO:0017080],,
SLC1A1,O00141,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),SGK,"FUNCTION: Serine/threonine-protein kinase which is involved in the regulation of a wide variety of ion channels, membrane transporters, cellular enzymes, transcription factors, neuronal excitability, cell growth, proliferation, survival, migration and apoptosis. Plays an important role in cellular stress response. Contributes to regulation of renal Na(+) retention, renal K(+) elimination, salt appetite, gastric acid secretion, intestinal Na(+)/H(+) exchange and nutrient transport, insulin-dependent salt sensitivity of blood pressure, salt sensitivity of peripheral glucose uptake, cardiac repolarization and memory consolidation. Up-regulates Na(+) channels: SCNN1A/ENAC, SCN5A and ASIC1/ACCN2, K(+) channels: KCNJ1/ROMK1, KCNA1-5, KCNQ1-5 and KCNE1, epithelial Ca(2+) channels: TRPV5 and TRPV6, chloride channels: BSND, CLCN2 and CFTR, glutamate transporters: SLC1A3/EAAT1, SLC1A2 /EAAT2, SLC1A1/EAAT3, SLC1A6/EAAT4 and SLC1A7/EAAT5, amino acid transporters: SLC1A5/ASCT2, SLC38A1/SN1 and SLC6A19, creatine transporter: SLC6A8, Na(+)/dicarboxylate cotransporter: SLC13A2/NADC1, Na(+)-dependent phosphate cotransporter: SLC34A2/NAPI-2B, glutamate receptor: GRIK2/GLUR6. Up-regulates carriers: SLC9A3/NHE3, SLC12A1/NKCC2, SLC12A3/NCC, SLC5A3/SMIT, SLC2A1/GLUT1, SLC5A1/SGLT1 and SLC15A2/PEPT2. Regulates enzymes: GSK3A/B, PMM2 and Na(+)/K(+) ATPase, and transcription factors: CTNNB1 and nuclear factor NF-kappa-B. Stimulates sodium transport into epithelial cells by enhancing the stability and expression of SCNN1A/ENAC. This is achieved by phosphorylating the NEDD4L ubiquitin E3 ligase, promoting its interaction with 14-3-3 proteins, thereby preventing it from binding to SCNN1A/ENAC and targeting it for degradation. Regulates store-operated Ca(+2) entry (SOCE) by stimulating ORAI1 and STIM1. Regulates KCNJ1/ROMK1 directly via its phosphorylation or indirectly via increased interaction with SLC9A3R2/NHERF2. Phosphorylates MDM2 and activates MDM2-dependent ubiquitination of p53/TP53. Phosphorylates MAPT/TAU and mediates microtubule depolymerization and neurite formation in hippocampal neurons. Phosphorylates SLC2A4/GLUT4 and up-regulates its activity. Phosphorylates APBB1/FE65 and promotes its localization to the nucleus. Phosphorylates MAPK1/ERK2 and activates it by enhancing its interaction with MAP2K1/MEK1 and MAP2K2/MEK2. Phosphorylates FBXW7 and plays an inhibitory role in the NOTCH1 signaling. Phosphorylates FOXO1 resulting in its relocalization from the nucleus to the cytoplasm. Phosphorylates FOXO3, promoting its exit from the nucleus and interference with FOXO3-dependent transcription. Phosphorylates BRAF and MAP3K3/MEKK3 and inhibits their activity. Phosphorylates SLC9A3/NHE3 in response to dexamethasone, resulting in its activation and increased localization at the cell membrane. Phosphorylates CREB1. Necessary for vascular remodeling during angiogenesis. Sustained high levels and activity may contribute to conditions such as hypertension and diabetic nephropathy. Isoform 2 exhibited a greater effect on cell plasma membrane expression of SCNN1A/ENAC and Na(+) transport than isoform 1. {ECO:0000269|PubMed:11154281, ECO:0000269|PubMed:11410590, ECO:0000269|PubMed:11696533, ECO:0000269|PubMed:12397388, ECO:0000269|PubMed:12590200, ECO:0000269|PubMed:12634932, ECO:0000269|PubMed:12650886, ECO:0000269|PubMed:12761204, ECO:0000269|PubMed:12911626, ECO:0000269|PubMed:14623317, ECO:0000269|PubMed:14706641, ECO:0000269|PubMed:15040001, ECO:0000269|PubMed:15044175, ECO:0000269|PubMed:15234985, ECO:0000269|PubMed:15319523, ECO:0000269|PubMed:15496163, ECO:0000269|PubMed:15733869, ECO:0000269|PubMed:15737648, ECO:0000269|PubMed:15845389, ECO:0000269|PubMed:15888551, ECO:0000269|PubMed:16036218, ECO:0000269|PubMed:16443776, ECO:0000269|PubMed:16982696, ECO:0000269|PubMed:17382906, ECO:0000269|PubMed:18005662, ECO:0000269|PubMed:18304449, ECO:0000269|PubMed:18753299, ECO:0000269|PubMed:19447520, ECO:0000269|PubMed:19756449, ECO:0000269|PubMed:20511718, ECO:0000269|PubMed:20730100, ECO:0000269|PubMed:21865597}.","ACT_SITE 222; /note=""Proton acceptor""",,3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calcium channel regulator activity [GO:0005246]; chloride channel regulator activity [GO:0017081]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; potassium channel regulator activity [GO:0015459]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sodium channel regulator activity [GO:0017080],,CHEMBL2343;
SLC1A1,Q9Y282,Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84),C20orf47 ERV46 SDBCAG84,FUNCTION: Possible role in transport between endoplasmic reticulum and Golgi. Positively regulates trafficking of the secretory proteins SERPINA1/alpha1-antitrypsin and HP/haptoglobin (PubMed:31142615). {ECO:0000269|PubMed:31142615}.,,,,,
SLC1A1,Q5JX71,Protein FAM209A,C20orf106,FUNCTION: May play a role in sperm acrosome biogenesis. {ECO:0000250|UniProtKB:A2APA5}.,,,,,
SLC1A1,O75459,P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein),GAGE9 GAGEB1,,,,,,
SLC1A1,B2R7K1,Amino acid transporter,,"FUNCTION: Sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and also L-aspartate and D-aspartate. Can also transport L-cysteine. Functions as a symporter that transports one amino acid molecule together with two or three Na(+) ions and one proton, in parallel with the counter-transport of one K(+) ion. Mediates Cl(-) flux that is not coupled to amino acid transport; this avoids the accumulation of negative charges due to aspartate and Na(+) symport. Plays an important role in L-glutamate and L-aspartate reabsorption in renal tubuli. Plays a redundant role in the rapid removal of released glutamate from the synaptic cleft, which is essential for terminating the postsynaptic action of glutamate. Contributes to glutathione biosynthesis and protection against oxidative stress via its role in L-glutamate and L-cysteine transport. Negatively regulated by ARL6IP5. {ECO:0000256|ARBA:ARBA00045494}.",,,L-amino acid transmembrane transporter activity [GO:0015179]; symporter activity [GO:0015293],,
SLC1A1,B3KQB4,PRA1 family protein,,,,,,,
SLC1A1,B4DWQ6,PRA1 family protein,,,,,,,
SLC1A1,B4DZZ0,PRA1 family protein,,,,,,,
SLC1A1,F8WF90,PRA1 family protein,,,,,,,
SLC1A1,C9JQU6,PRA1 family protein,,,,,,,
SLC1A1,F8WF33,PRA1 family protein,,,,,,,
MC4R,P32245,Melanocortin receptor 4 (MC4-R),,"FUNCTION: Receptor specific to the heptapeptide core common to adrenocorticotropic hormone and alpha-, beta-, and gamma-MSH. Plays a central role in energy homeostasis and somatic growth. This receptor is mediated by G proteins that stimulate adenylate cyclase (cAMP). {ECO:0000269|PubMed:12646665, ECO:0000269|PubMed:25163632}.",,,melanocortin receptor activity [GO:0004977]; melanocyte-stimulating hormone receptor activity [GO:0004980]; neuropeptide binding [GO:0042923]; peptide hormone binding [GO:0017046]; ubiquitin protein ligase binding [GO:0031625],"DISEASE: Obesity (OBESITY) [MIM:601665]: A condition characterized by an increase of body weight beyond the limitation of skeletal and physical requirements, as the result of excessive accumulation of body fat. {ECO:0000269|PubMed:10199800, ECO:0000269|PubMed:11443223, ECO:0000269|PubMed:11487744, ECO:0000269|PubMed:12588803, ECO:0000269|PubMed:12646665, ECO:0000269|PubMed:14671178, ECO:0000269|PubMed:14764818, ECO:0000269|PubMed:15486053, ECO:0000269|PubMed:25163632}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL259;
MC4R,O00253,Agouti-related protein,AGRT ART,"FUNCTION: Plays a role in weight homeostasis. Involved in the control of feeding behavior through the central melanocortin system. Acts as alpha melanocyte-stimulating hormone antagonist by inhibiting cAMP production mediated by stimulation of melanocortin receptors within the hypothalamus and adrenal gland. Has very low activity with MC5R (By similarity). Is an inverse agonist for MC3R and MC4R being able to suppress their constitutive activity. It promotes MC3R and MC4R endocytosis in an arrestin-dependent manner. {ECO:0000250, ECO:0000269|PubMed:10371151, ECO:0000269|PubMed:11145747, ECO:0000269|PubMed:15927146, ECO:0000269|PubMed:17041250, ECO:0000269|PubMed:9892020}.",,,neuropeptide hormone activity [GO:0005184]; signaling receptor binding [GO:0005102]; type 1 melanocortin receptor binding [GO:0070996],"DISEASE: Obesity (OBESITY) [MIM:601665]: A condition characterized by an increase of body weight beyond the limitation of skeletal and physical requirements, as the result of excessive accumulation of body fat. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.",
MC4R,O60291,E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1),KIAA0544 RNF156,"FUNCTION: E3 ubiquitin-protein ligase. Mediates monoubiquitination at multiple sites of TSG101 in the presence of UBE2D1, but not of UBE2G1, nor UBE2H. Plays a role in the regulation of endosome-to-lysosome trafficking. Impairs MC1R- and MC4R-signaling by competing with GNAS-binding to MCRs and inhibiting agonist-induced cAMP production. Does not inhibit ADRB2-signaling. Does not promote MC1R ubiquitination. Acts also as a negative regulator of hedgehog signaling (By similarity). {ECO:0000250|UniProtKB:Q9D074, ECO:0000269|PubMed:17229889, ECO:0000269|PubMed:19703557, ECO:0000269|PubMed:19737927}.",,PATHWAY: Protein modification; protein ubiquitination.,metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842],,
