Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
ABCC1,Q68CP7,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
ABCC1,Q9UQ98,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; homoaconitate hydratase activity [GO:0004409],,
ABCC1,Q9BV39,Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
ABCC1,G0ZCM4,ATP-binding cassette transporter variant ABCC1delta-ex13&14,,,,,ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524],,
ABCC1,G0ZCM3,ATP-binding cassette transporter variant ABCC1delta-ex13,,,,,ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524],,
ABCC1,G0ZCM6,ATP-binding cassette transporter variant ABCC1delta-ex25,,,,,ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524],,
ABCC1,G0ZCM5,ATP-binding cassette transporter variant ABCC1delta-ex25&26,,,,,ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524],,
OXA1L,Q15070,Mitochondrial inner membrane protein OXA1L (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein),,"FUNCTION: Mitochondrial membrane insertase that mediates the cotranslational insertion of integral membrane proteins into the mitochondrial inner membrane (PubMed:17936786, PubMed:33602856, PubMed:7991568). Essential for the activity and assembly of cytochrome oxidase (PubMed:17936786, PubMed:7991568). Required for the correct biogenesis of ATP synthase and complex I in mitochondria (PubMed:17936786, PubMed:7991568). {ECO:0000269|PubMed:17936786, ECO:0000269|PubMed:33602856, ECO:0000269|PubMed:7991568}.",,,membrane insertase activity [GO:0032977]; mitochondrial ribosome binding [GO:0097177]; protein homodimerization activity [GO:0042803],,
OXA1L,Q9H061,Transmembrane protein 126A,,"FUNCTION: Protein required for the cotranslational protein quality control in the inner membrane of the mitochondria (PubMed:38199007). Associates with newly synthesized polypeptides and may act as a chaperone that cooperates with OXA1L for the insertion of newly synthesized mitochondrial proteins into the inner membrane (PubMed:38199007). Required for the assembly of the ND4 module of mitochondrial complex I (PubMed:33879611, PubMed:33882309). {ECO:0000269|PubMed:33879611, ECO:0000269|PubMed:33882309, ECO:0000269|PubMed:38199007}.",,,,"DISEASE: Optic atrophy 7 with or without auditory neuropathy (OPA7) [MIM:612989]: A hereditary condition that features progressive visual loss in association with optic atrophy. Atrophy of the optic disk indicates a deficiency in the number of nerve fibers which arise in the retina and converge to form the optic disk, optic nerve, optic chiasm and optic tracts. OPA7 is an autosomal recessive juvenile-onset optic atrophy characterized by severe bilateral deficiency in visual acuity, optic disk pallor, and central scotoma. Some patients manifest hearing loss. {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:20405026, ECO:0000269|PubMed:22815638, ECO:0000269|PubMed:30961538, ECO:0000269|PubMed:31119195}. Note=The disease is caused by variants affecting the gene represented in this entry.",
OXA1L,Q13405,"Large ribosomal subunit protein mL49 (39S ribosomal protein L49, mitochondrial) (L49mt) (MRP-L49) (Neighbor of FAU) (NOF) (Protein NOF1)",C11orf4 NOF1,,,,structural constituent of ribosome [GO:0003735],,
OXA1L,Q13084,"Large ribosomal subunit protein bL28m (39S ribosomal protein L28, mitochondrial) (L28mt) (MRP-L28) (Melanoma antigen p15) (Melanoma-associated antigen recognized by T-lymphocytes)",MAAT1,,,,RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],,
OXA1L,P17252,Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13),PKCA PRKACA,"FUNCTION: Calcium-activated, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that is involved in positive and negative regulation of cell proliferation, apoptosis, differentiation, migration and adhesion, tumorigenesis, cardiac hypertrophy, angiogenesis, platelet function and inflammation, by directly phosphorylating targets such as RAF1, BCL2, CSPG4, TNNT2/CTNT, or activating signaling cascade involving MAPK1/3 (ERK1/2) and RAP1GAP. Involved in cell proliferation and cell growth arrest by positive and negative regulation of the cell cycle. Can promote cell growth by phosphorylating and activating RAF1, which mediates the activation of the MAPK/ERK signaling cascade, and/or by up-regulating CDKN1A, which facilitates active cyclin-dependent kinase (CDK) complex formation in glioma cells. In intestinal cells stimulated by the phorbol ester PMA, can trigger a cell cycle arrest program which is associated with the accumulation of the hyper-phosphorylated growth-suppressive form of RB1 and induction of the CDK inhibitors CDKN1A and CDKN1B. Exhibits anti-apoptotic function in glioma cells and protects them from apoptosis by suppressing the p53/TP53-mediated activation of IGFBP3, and in leukemia cells mediates anti-apoptotic action by phosphorylating BCL2. During macrophage differentiation induced by macrophage colony-stimulating factor (CSF1), is translocated to the nucleus and is associated with macrophage development. After wounding, translocates from focal contacts to lamellipodia and participates in the modulation of desmosomal adhesion. Plays a role in cell motility by phosphorylating CSPG4, which induces association of CSPG4 with extensive lamellipodia at the cell periphery and polarization of the cell accompanied by increases in cell motility. During chemokine-induced CD4(+) T cell migration, phosphorylates CDC42-guanine exchange factor DOCK8 resulting in its dissociation from LRCH1 and the activation of GTPase CDC42 (PubMed:28028151). Is highly expressed in a number of cancer cells where it can act as a tumor promoter and is implicated in malignant phenotypes of several tumors such as gliomas and breast cancers. Negatively regulates myocardial contractility and positively regulates angiogenesis, platelet aggregation and thrombus formation in arteries. Mediates hypertrophic growth of neonatal cardiomyocytes, in part through a MAPK1/3 (ERK1/2)-dependent signaling pathway, and upon PMA treatment, is required to induce cardiomyocyte hypertrophy up to heart failure and death, by increasing protein synthesis, protein-DNA ratio and cell surface area. Regulates cardiomyocyte function by phosphorylating cardiac troponin T (TNNT2/CTNT), which induces significant reduction in actomyosin ATPase activity, myofilament calcium sensitivity and myocardial contractility. In angiogenesis, is required for full endothelial cell migration, adhesion to vitronectin (VTN), and vascular endothelial growth factor A (VEGFA)-dependent regulation of kinase activation and vascular tube formation. Involved in the stabilization of VEGFA mRNA at post-transcriptional level and mediates VEGFA-induced cell proliferation. In the regulation of calcium-induced platelet aggregation, mediates signals from the CD36/GP4 receptor for granule release, and activates the integrin heterodimer ITGA2B-ITGB3 through the RAP1GAP pathway for adhesion. During response to lipopolysaccharides (LPS), may regulate selective LPS-induced macrophage functions involved in host defense and inflammation. But in some inflammatory responses, may negatively regulate NF-kappa-B-induced genes, through IL1A-dependent induction of NF-kappa-B inhibitor alpha (NFKBIA/IKBA). Upon stimulation with 12-O-tetradecanoylphorbol-13-acetate (TPA), phosphorylates EIF4G1, which modulates EIF4G1 binding to MKNK1 and may be involved in the regulation of EIF4E phosphorylation. Phosphorylates KIT, leading to inhibition of KIT activity. Phosphorylates ATF2 which promotes cooperation between ATF2 and JUN, activating transcription. Phosphorylates SOCS2 at 'Ser-52' facilitating its ubiquitination and proteasomal degradation (By similarity). Phosphorylates KLHL3 in response to angiotensin II signaling, decreasing the interaction between KLHL3 and WNK4 (PubMed:25313067). Phosphorylates and activates LRRK1, which phosphorylates RAB proteins involved in intracellular trafficking (PubMed:36040231). {ECO:0000250|UniProtKB:P20444, ECO:0000269|PubMed:10848585, ECO:0000269|PubMed:11909826, ECO:0000269|PubMed:12724315, ECO:0000269|PubMed:12832403, ECO:0000269|PubMed:15016832, ECO:0000269|PubMed:15504744, ECO:0000269|PubMed:15526160, ECO:0000269|PubMed:18056764, ECO:0000269|PubMed:19176525, ECO:0000269|PubMed:21576361, ECO:0000269|PubMed:21806543, ECO:0000269|PubMed:23990668, ECO:0000269|PubMed:25313067, ECO:0000269|PubMed:28028151, ECO:0000269|PubMed:36040231, ECO:0000269|PubMed:9738012, ECO:0000269|PubMed:9830023, ECO:0000269|PubMed:9873035, ECO:0000269|PubMed:9927633}.","ACT_SITE 463; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027""",,"ATP binding [GO:0005524]; calcium,diacylglycerol-dependent serine/threonine kinase activity [GO:0004698]; diacylglycerol binding [GO:0019992]; diacylglycerol-dependent serine/threonine kinase activity [GO:0004697]; diacylglycerol-dependent, calcium-independent serine/threonine kinase activity [GO:0004699]; enzyme binding [GO:0019899]; histone H3T6 kinase activity [GO:0035403]; integrin binding [GO:0005178]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; zinc ion binding [GO:0008270]",,CHEMBL299;
OXA1L,Q8TAP4,LIM domain only protein 3 (LMO-3) (Neuronal-specific transcription factor DAT1) (Rhombotin-3),RBTN3 RBTNL2 RHOM3,,,,DNA-binding transcription factor binding [GO:0140297]; metal ion binding [GO:0046872]; transcription coactivator activity [GO:0003713],,
OXA1L,P61981,"14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]",,"FUNCTION: Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways (PubMed:15696159, PubMed:16511572, PubMed:36732624). Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif (PubMed:15696159, PubMed:16511572, PubMed:36732624). Binding generally results in the modulation of the activity of the binding partner (PubMed:16511572). Promotes inactivation of WDR24 component of the GATOR2 complex by binding to phosphorylated WDR24 (PubMed:36732624). Participates in the positive regulation of NMDA glutamate receptor activity by promoting the L-glutamate secretion through interaction with BEST1 (PubMed:29121962). Reduces keratinocyte intercellular adhesion, via interacting with PKP1 and sequestering it in the cytoplasm, thereby reducing its incorporation into desmosomes (PubMed:29678907). Plays a role in mitochondrial protein catabolic process (also named MALM) that promotes the degradation of damaged proteins inside mitochondria (PubMed:22532927). {ECO:0000269|PubMed:15696159, ECO:0000269|PubMed:16511572, ECO:0000269|PubMed:22532927, ECO:0000269|PubMed:29121962, ECO:0000269|PubMed:29678907, ECO:0000269|PubMed:36732624}.",,,identical protein binding [GO:0042802]; insulin-like growth factor receptor binding [GO:0005159]; phosphorylation-dependent protein binding [GO:0140031]; protein domain specific binding [GO:0019904]; protein kinase C binding [GO:0005080]; protein kinase C inhibitor activity [GO:0008426]; protein sequestering activity [GO:0140311]; receptor tyrosine kinase binding [GO:0030971]; RNA binding [GO:0003723],"DISEASE: Developmental and epileptic encephalopathy 56 (DEE56) [MIM:617665]: A form of epileptic encephalopathy, a heterogeneous group of severe early-onset epilepsies characterized by refractory seizures, neurodevelopmental impairment, and poor prognosis. Development is normal prior to seizure onset, after which cognitive and motor delays become apparent. DEE56 is an autosomal dominant condition. {ECO:0000269|PubMed:28777935}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL1293296;
OXA1L,Q15047,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1),ESET KIAA0067 KMT1E,"FUNCTION: Histone methyltransferase that specifically trimethylates 'Lys-9' of histone H3. H3 'Lys-9' trimethylation represents a specific tag for epigenetic transcriptional repression by recruiting HP1 (CBX1, CBX3 and/or CBX5) proteins to methylated histones. Mainly functions in euchromatin regions, thereby playing a central role in the silencing of euchromatic genes. H3 'Lys-9' trimethylation is coordinated with DNA methylation (PubMed:12869583, PubMed:27237050, PubMed:39096901). Required for HUSH-mediated heterochromatin formation and gene silencing. Forms a complex with MBD1 and ATF7IP that represses transcription and couples DNA methylation and histone 'Lys-9' trimethylation (PubMed:14536086, PubMed:27732843). Its activity is dependent on MBD1 and is heritably maintained through DNA replication by being recruited by CAF-1 (PubMed:14536086). SETDB1 is targeted to histone H3 by TRIM28/TIF1B, a factor recruited by KRAB zinc-finger proteins. Probably forms a corepressor complex required for activated KRAS-mediated promoter hypermethylation and transcriptional silencing of tumor suppressor genes (TSGs) or other tumor-related genes in colorectal cancer (CRC) cells (PubMed:24623306). Required to maintain a transcriptionally repressive state of genes in undifferentiated embryonic stem cells (ESCs) (PubMed:24623306). In ESCs, in collaboration with TRIM28, is also required for H3K9me3 and silencing of endogenous and introduced retroviruses in a DNA-methylation independent-pathway (By similarity). Associates at promoter regions of tumor suppressor genes (TSGs) leading to their gene silencing (PubMed:24623306). The SETDB1-TRIM28-ZNF274 complex may play a role in recruiting ATRX to the 3'-exons of zinc-finger coding genes with atypical chromatin signatures to establish or maintain/protect H3K9me3 at these transcriptionally active regions (PubMed:27029610). {ECO:0000250|UniProtKB:O88974, ECO:0000269|PubMed:12869583, ECO:0000269|PubMed:14536086, ECO:0000269|PubMed:24623306, ECO:0000269|PubMed:27029610, ECO:0000269|PubMed:27237050, ECO:0000269|PubMed:27732843, ECO:0000269|PubMed:39096901}.",,,chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone H3 methyltransferase activity [GO:0140938]; histone H3K9 methyltransferase activity [GO:0046974]; histone H3K9 monomethyltransferase activity [GO:0140948]; histone H3K9 trimethyltransferase activity [GO:0140949]; histone H3K9me2 methyltransferase activity [GO:0140947]; promoter-specific chromatin binding [GO:1990841]; zinc ion binding [GO:0008270],,CHEMBL2321646;
