Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
PCP4,A6NKN8,Purkinje cell protein 4-like protein 1 (PCP4-like protein 1),IQM1,,,,,,
PCP4,Q8TD86,Calmodulin-like protein 6 (Calglandulin-like protein),CAGLP CALGP,,,,calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234],,
PCP4,F6SSA2,Purkinje cell protein 4,,,,,,,
APEH,P13798,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase) (OPH),D3F15S2 D3S48E DNF15S2,"FUNCTION: This enzyme catalyzes the hydrolysis of the N-terminal peptide bond of an N-acetylated peptide to generate an N-acetylated amino acid and a peptide with a free N-terminus (PubMed:10719179, PubMed:1740429, PubMed:2006156). It preferentially cleaves off Ac-Ala, Ac-Met and Ac-Ser (By similarity). Also, involved in the degradation of oxidized and glycated proteins (PubMed:10719179). {ECO:0000250|UniProtKB:P13676, ECO:0000269|PubMed:10719179, ECO:0000269|PubMed:1740429, ECO:0000269|PubMed:2006156}.","ACT_SITE 587; /note=""Charge relay system""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10084, ECO:0000269|PubMed:1740429""; ACT_SITE 675; /note=""Charge relay system""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10084""; ACT_SITE 707; /note=""Charge relay system""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10084, ECO:0000269|PubMed:1740429""",,identical protein binding [GO:0042802]; omega peptidase activity [GO:0008242]; RNA binding [GO:0003723]; serine-type endopeptidase activity [GO:0004252],,CHEMBL1741174;
APEH,P53990,IST1 homolog (hIST1) (Charged multivesicular body protein 8) (CHMP8) (Putative MAPK-activating protein PM28),KIAA0174,"FUNCTION: ESCRT-III-like protein involved in cytokinesis, nuclear envelope reassembly and endosomal tubulation (PubMed:19129479, PubMed:26040712, PubMed:28242692). Is required for efficient abscission during cytokinesis (PubMed:19129479). Involved in recruiting VPS4A and/or VPS4B to the midbody of dividing cells (PubMed:19129479, PubMed:19129480). During late anaphase, involved in nuclear envelope reassembly and mitotic spindle disassembly together with the ESCRT-III complex: IST1 acts by mediating the recruitment of SPAST to the nuclear membrane, leading to microtubule severing (PubMed:26040712). Recruited to the reforming nuclear envelope (NE) during anaphase by LEMD2 (PubMed:28242692). Regulates early endosomal tubulation together with the ESCRT-III complex by mediating the recruitment of SPAST (PubMed:23897888). {ECO:0000269|PubMed:19129479, ECO:0000269|PubMed:19129480, ECO:0000269|PubMed:23897888, ECO:0000269|PubMed:26040712, ECO:0000269|PubMed:28242692}.",,,cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877],,
APEH,O00214,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),,"FUNCTION: Beta-galactoside-binding lectin that acts as a sensor of membrane damage caused by infection and restricts the proliferation of infecting pathogens by targeting them for autophagy (PubMed:22246324, PubMed:28077878). Detects membrane rupture by binding beta-galactoside ligands located on the lumenal side of the endosome membrane; these ligands becoming exposed to the cytoplasm following rupture (PubMed:22246324, PubMed:28077878). Restricts infection by initiating autophagy via interaction with CALCOCO2/NDP52 (PubMed:22246324, PubMed:28077878). Required to restrict infection of bacterial invasion such as S.typhimurium (PubMed:22246324). Also required to restrict infection of Picornaviridae viruses (PubMed:28077878). Has a marked preference for 3'-O-sialylated and 3'-O-sulfated glycans (PubMed:21288902). {ECO:0000269|PubMed:21288902, ECO:0000269|PubMed:22246324, ECO:0000269|PubMed:28077878}.",,,carbohydrate binding [GO:0030246]; integrin binding [GO:0005178],,CHEMBL5475;
APEH,C9JIF9,Acylamino-acid-releasing enzyme (EC 3.4.19.1) (Acyl-peptide hydrolase) (Acylaminoacyl-peptidase),,"FUNCTION: This enzyme catalyzes the hydrolysis of the N-terminal peptide bond of an N-acetylated peptide to generate an N-acetylated amino acid and a peptide with a free N-terminus. It preferentially cleaves off Ac-Ala, Ac-Met and Ac-Ser. Also, involved in the degradation of oxidized and glycated proteins. {ECO:0000256|ARBA:ARBA00045885}.",,,omega peptidase activity [GO:0008242]; serine-type endopeptidase activity [GO:0004252],,
APEH,H7C393,Acylaminoacyl-peptide hydrolase,,,,,hydrolase activity [GO:0016787],,
APEH,H7C1U0,Acylaminoacyl-peptide hydrolase,,,,,hydrolase activity [GO:0016787],,
APEH,C9JLK2,Acylaminoacyl-peptide hydrolase,,,,,hydrolase activity [GO:0016787],,
APEH,F8WEH5,Acylaminoacyl-peptide hydrolase,,,,,,,
APEH,H0YFE5,Acylaminoacyl-peptide hydrolase,,,,,,,
APEH,F8WBC4,Acylaminoacyl-peptide hydrolase,,,,,,,
APEH,H7C273,Acylaminoacyl-peptide hydrolase,,,,,,,
DSG2,Q14126,Desmoglein-2 (Cadherin family member 5) (HDGC),CDHF5,FUNCTION: Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion.,,,calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication [GO:0086083],"DISEASE: Arrhythmogenic right ventricular dysplasia, familial, 10 (ARVD10) [MIM:610193]: A congenital heart disease characterized by infiltration of adipose and fibrous tissue into the right ventricle and loss of myocardial cells, resulting in ventricular and supraventricular arrhythmias. {ECO:0000269|PubMed:16773573, ECO:0000269|PubMed:19863551, ECO:0000269|PubMed:20031617, ECO:0000269|PubMed:21062920}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1BB (CMD1BB) [MIM:612877]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:18678517}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.",
DSG2,Q99959,Plakophilin-2,,"FUNCTION: A component of desmosome cell-cell junctions which are required for positive regulation of cellular adhesion (PubMed:25208567). Regulates focal adhesion turnover resulting in changes in focal adhesion size, cell adhesion and cell spreading, potentially via transcriptional modulation of beta-integrins (PubMed:23884246). Required to maintain gingival epithelial barrier function (PubMed:34368962). Important component of the desmosome that is also required for localization of desmosome component proteins such as DSC2, DSG2 and JUP to the desmosome cell-cell junction (PubMed:22781308, PubMed:25208567). Required for the formation of desmosome cell junctions in cardiomyocytes, thereby required for the correct formation of the heart, specifically trabeculation and formation of the atria walls (By similarity). Loss of desmosome cell junctions leads to mis-localization of DSP and DSG2 resulting in disruption of cell-cell adhesion and disordered intermediate filaments (By similarity). Modulates profibrotic gene expression in cardiomyocytes via regulation of DSP expression and subsequent activation of downstream TGFB1 and MAPK14/p38 MAPK signaling (By similarity). Required for cardiac sodium current propagation and electrical synchrony in cardiac myocytes, via ANK3 stabilization and modulation of SCN5A/Nav1.5 localization to cell-cell junctions (By similarity). Required for mitochondrial function, nuclear envelope integrity and positive regulation of SIRT3 transcription via maintaining DES localization at its nuclear envelope and cell tip anchoring points, and thereby preserving regulation of the transcriptional program (PubMed:35959657). Maintenance of nuclear envelope integrity protects against DNA damage and transcriptional dysregulation of genes, especially those involved in the electron transport chain, thereby preserving mitochondrial function and protecting against superoxide radical anion generation (PubMed:35959657). Binds single-stranded DNA (ssDNA) (PubMed:20613778). May regulate the localization of GJA1 to gap junctions in intercalated disks of the heart (PubMed:18662195). Involved in the inhibition of viral infection by influenza A viruses (IAV) (PubMed:28169297). Acts as a host restriction factor for IAV viral propagation, potentially via disrupting the interaction of IAV polymerase complex proteins (PubMed:28169297). {ECO:0000250|UniProtKB:F1M7L9, ECO:0000250|UniProtKB:Q9CQ73, ECO:0000269|PubMed:18662195, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:23884246, ECO:0000269|PubMed:25208567, ECO:0000269|PubMed:28169297, ECO:0000269|PubMed:34368962, ECO:0000269|PubMed:35959657}.",,,alpha-catenin binding [GO:0045294]; cadherin binding [GO:0045296]; cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication [GO:0086083]; DNA binding [GO:0003677]; intermediate filament binding [GO:0019215]; molecular adaptor activity [GO:0060090]; protein kinase C binding [GO:0005080]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325],"DISEASE: Arrhythmogenic right ventricular dysplasia, familial, 9 (ARVD9) [MIM:609040]: A congenital heart disease characterized by infiltration of adipose and fibrous tissue into the right ventricle and loss of myocardial cells, resulting in ventricular and supraventricular arrhythmias. {ECO:0000269|PubMed:15489853, ECO:0000269|PubMed:18662195, ECO:0000269|PubMed:19533476, ECO:0000269|PubMed:19863551, ECO:0000269|PubMed:19955750, ECO:0000269|PubMed:20031617, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:30678776, ECO:0000269|PubMed:34191271, ECO:0000269|PubMed:35959657}. Note=The disease is caused by variants affecting the gene represented in this entry.",
DSG2,Q9C0B5,Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5) (Zinc finger protein 375),KIAA1748 ZNF375,"FUNCTION: Palmitoyltransferase that catalyzes the addition of palmitate onto various protein substrates such as CTNND2, CD36, GSDMD, NLRP3, NOD1, NOD2, STAT3 and S1PR1 thus plays a role in various biological processes including cell adhesion, inflammation, fatty acid uptake, bacterial sensing or cardiac functions (PubMed:21820437, PubMed:29185452, PubMed:31402609, PubMed:31649195, PubMed:34293401, PubMed:38092000, PubMed:38530158, PubMed:38599239). Plays an important role in the regulation of synapse efficacy by mediating palmitoylation of delta-catenin/CTNND2, thereby increasing synaptic delivery and surface stabilization of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionic acid receptors (AMPARs) (PubMed:26334723). Under basal conditions, remains at the synaptic membrane through FYN-mediated phosphorylation that prevents association with endocytic proteins (PubMed:26334723). Neuronal activity enhances the internalization and trafficking of DHHC5 from spines to dendritic shafts where it palmitoylates delta-catenin/CTNND2 (PubMed:26334723). Regulates cell adhesion at the plasma membrane by palmitoylating GOLGA7B and DSG2 (PubMed:31402609). Plays a role in innate immune response by mediating the palmitoylation of NOD1 and NOD2 and their proper recruitment to the bacterial entry site and phagosomes (PubMed:31649195, PubMed:34293401). Participates also in fatty acid uptake by palmitoylating CD36 and thereby targeting it to the plasma membrane (PubMed:32958780). Upon binding of fatty acids to CD36, gets phosphorylated by LYN leading to inactivation and subsequent CD36 caveolar endocytosis (PubMed:32958780). Controls oligodendrocyte development by catalyzing STAT3 palmitoylation (By similarity). Acts as a regulator of inflammatory response by mediating palmitoylation of NLRP3 and GSDMD (PubMed:38092000, PubMed:38530158, PubMed:38599239). Palmitoylates NLRP3 to promote inflammasome assembly and activation (PubMed:38092000). Activates pyroptosis by catalyzing palmitoylation of gasdermin-D (GSDMD), thereby promoting membrane translocation and pore formation of GSDMD (PubMed:38530158, PubMed:38599239). {ECO:0000250|UniProtKB:Q8VDZ4, ECO:0000269|PubMed:21820437, ECO:0000269|PubMed:26334723, ECO:0000269|PubMed:29185452, ECO:0000269|PubMed:31402609, ECO:0000269|PubMed:31649195, ECO:0000269|PubMed:32958780, ECO:0000269|PubMed:34293401, ECO:0000269|PubMed:38092000, ECO:0000269|PubMed:38530158, ECO:0000269|PubMed:38599239}.","ACT_SITE 134; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000250|UniProtKB:Q8VDZ4""",,palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706],,
