Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
GOPC,P17081,Rho-related GTP-binding protein RhoQ (Ras-like protein TC10) (Ras-like protein family member 7A),ARHQ RASL7A TC10,"FUNCTION: Plasma membrane-associated small GTPase which cycles between an active GTP-bound and an inactive GDP-bound state. In active state binds to a variety of effector proteins to regulate cellular responses. Involved in epithelial cell polarization processes. May play a role in CFTR trafficking to the plasma membrane. Causes the formation of thin, actin-rich surface projections called filopodia. {ECO:0000269|PubMed:15546864}.",,,GBD domain binding [GO:0032427]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; profilin binding [GO:0005522]; protein kinase binding [GO:0019901],,CHEMBL4295721;
GOPC,Q9H461,Frizzled-8 (Fz-8) (hFz8),,"FUNCTION: Receptor for Wnt proteins. Component of the Wnt-Fzd-LRP5-LRP6 complex that triggers beta-catenin signaling through inducing aggregation of receptor-ligand complexes into ribosome-sized signalosomes. The beta-catenin canonical signaling pathway leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin and activation of Wnt target genes. A second signaling pathway involving PKC and calcium fluxes has been seen for some family members, but it is not yet clear if it represents a distinct pathway or if it can be integrated in the canonical pathway, as PKC seems to be required for Wnt-mediated inactivation of GSK-3 kinase. Both pathways seem to involve interactions with G-proteins. May be involved in transduction and intercellular transmission of polarity information during tissue morphogenesis and/or in differentiated tissues. Coreceptor along with RYK of Wnt proteins, such as WNT1. {ECO:0000269|PubMed:11448771}.",,,G protein-coupled receptor activity [GO:0004930]; PDZ domain binding [GO:0030165]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147],,CHEMBL3559689;
GOPC,A6NMN3,Protein FAM170B (Acrosome-related protein),C10orf73,FUNCTION: Plays a role in fertilization through the acrosome reaction. {ECO:0000250|UniProtKB:E9PXT9}.,,,,,
GOPC,P22794,Protein EVI2A (Ecotropic viral integration site 2A protein homolog) (EVI-2A),EVDA EVI2,"FUNCTION: May complex with itself or/and other proteins within the membrane, to function as part of a cell-surface receptor.",,,transmembrane signaling receptor activity [GO:0004888],,
GOPC,Q9H9L7,Akirin-1,C1orf108,"FUNCTION: Molecular adapter that acts as a bridge between proteins, and which is involved skeletal muscle development (By similarity). Functions as a signal transducer for MSTN during skeletal muscle regeneration and myogenesis (By similarity). May regulate chemotaxis of both macrophages and myoblasts by reorganising actin cytoskeleton, leading to more efficient lamellipodia formation via a PI3 kinase dependent pathway (By similarity). In contrast to AKIRIN2, not involved in nuclear import of proteasomes (PubMed:34711951). {ECO:0000250|UniProtKB:Q99LF1, ECO:0000269|PubMed:34711951}.",,,transcription coregulator activity [GO:0003712],,
GOPC,Q6ZSB9,Zinc finger and BTB domain-containing protein 49 (Zinc finger protein 509),ZNF509,FUNCTION: Transcription factor. Inhibits cell proliferation by activating either CDKN1A/p21 transcription or RB1 transcription. {ECO:0000269|PubMed:25245946}.; FUNCTION: [Isoform 1]: Binds CDKN1A promoter and activates its transcription; this activity is further potentiated in the presence of EP300 (synergistic) and ZBTB17/Miz-1 (additive). {ECO:0000269|PubMed:25245946}.; FUNCTION: [Isoform 3]: Activates RB1 transcription most probably by antagonizing ZBTB17 repression of RB1. Does not bind directly RB1 promoter. {ECO:0000269|PubMed:25245946}.,,,"DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator binding [GO:0001223]",,
GOPC,Q9H1K4,Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18),GC2,FUNCTION: Responsible for the transport of glutamate from the cytosol into the mitochondrial matrix with the concomitant import of a proton (symport system). {ECO:0000269|PubMed:11897791}.,,,amino acid:proton symporter activity [GO:0005280]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313],,
GOPC,Q6RVD6,Spermatogenesis-associated protein 8 (Spermatogenesis-related protein 8),,,,,,,
GOPC,Q8NBB4,Zinc finger and SCAN domain-containing protein 1,,FUNCTION: May be involved in transcriptional regulation.,,,"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]",,
GOPC,Q96D59,E3 ubiquitin-protein ligase RNF183 (EC 2.3.2.27),,"FUNCTION: Acts as an E3 ubiquitin ligase catalyzing the covalent attachment of ubiquitin moieties onto substrate proteins (PubMed:29507230). Triggers apoptosis in response to prolonged ER stress by mediating the polyubiquitination and subsequent proteasomal degradation of BCL2L1 (PubMed:29507230). May collaborate with FATE1 to restrain BIK protein levels thus regulating apoptotic signaling (PubMed:26567849). {ECO:0000269|PubMed:29507230, ECO:0000305|PubMed:26567849}.",,PATHWAY: Protein modification; protein ubiquitination. {ECO:0000269|PubMed:29507230}.,metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630],,
GOPC,Q13467,Frizzled-5 (Fz-5) (hFz5) (FzE5),C2orf31,"FUNCTION: Receptor for Wnt proteins (PubMed:10097073, PubMed:20530549, PubMed:26908622, PubMed:9054360). Functions in the canonical Wnt/beta-catenin signaling pathway. In vitro activates WNT2, WNT10B, WNT5A, but not WNT2B or WNT4 signaling (By similarity). In neurons, activation by WNT7A promotes formation of synapses (PubMed:20530549). May be involved in transduction and intercellular transmission of polarity information during tissue morphogenesis and/or in differentiated tissues (Probable). Plays a role in yolk sac angiogenesis and in placental vascularization (By similarity). Plays a role in ocular development (PubMed:26908622). {ECO:0000250|UniProtKB:Q9EQD0, ECO:0000269|PubMed:10097073, ECO:0000269|PubMed:20530549, ECO:0000269|PubMed:26908622, ECO:0000269|PubMed:9054360, ECO:0000305}.",,,amyloid-beta binding [GO:0001540]; G protein-coupled receptor activity [GO:0004930]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147],"DISEASE: Microphthalmia/Coloboma 11 (MCOPCB11) [MIM:620731]: A form of colobomatous microphthalmia, a disorder of eye formation, ranging from small size of a single eye to complete bilateral absence of ocular tissues. Ocular abnormalities like coloboma, opacities of the cornea and lens, scaring of the retina and choroid, and other abnormalities may also be present. Ocular colobomas are a set of malformations resulting from abnormal morphogenesis of the optic cup and stalk, and the fusion of the fetal fissure (optic fissure). MCOPCB11 is an autosomal dominant form with incomplete penetrance. {ECO:0000269|PubMed:26908622, ECO:0000269|PubMed:32737437, ECO:0000269|PubMed:33633439}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL3559687;
GOPC,P51790,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),,"FUNCTION: [Isoform 1]: Strongly outwardly rectifying, electrogenic H(+)/Cl(-)exchanger which mediates the exchange of chloride ions against protons (By similarity). The CLC channel family contains both chloride channels and proton-coupled anion transporters that exchange chloride or another anion for protons (PubMed:29845874). The presence of conserved gating glutamate residues is typical for family members that function as antiporters (PubMed:29845874). {ECO:0000250|UniProtKB:P51791, ECO:0000303|PubMed:29845874}.; FUNCTION: [Isoform 2]: Strongly outwardly rectifying, electrogenic H(+)/Cl(-)exchanger which mediates the exchange of chloride ions against protons. {ECO:0000269|PubMed:11967229}.",,,antiporter activity [GO:0015297]; ATP binding [GO:0005524]; chloride channel activity [GO:0005254]; PDZ domain binding [GO:0030165]; voltage-gated chloride channel activity [GO:0005247]; volume-sensitive chloride channel activity [GO:0072320],"DISEASE: Neurodevelopmental disorder with hypotonia and brain abnormalities (NEDHYBA) [MIM:619512]: An autosomal dominant disorder characterized by onset in infancy or early childhood, global developmental delay, hypotonia, impaired intellectual development, and poor or absent speech. Additional variable manifestations may be present, including feeding difficulties, seizures, behavioral abnormalities, and non-specific dysmorphic facial features. Brain imaging shows variable abnormalities, including corpus callosum and cerebellar defects, and decreased white matter volume. {ECO:0000269|PubMed:34186028}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neurodevelopmental disorder with seizures and brain abnormalities (NEDSBA) [MIM:619517]: An autosomal recessive neurologic disorder characterized by global developmental delay and onset of seizures in the first months of life, and structural brain defects on brain imaging. Additional features may include pigmentary retinopathy with poor visual fixation and spasticity. {ECO:0000269|PubMed:34186028}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL2401603;
GOPC,Q2TAK8,PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1) (Protein expandere),EXPAND1 MUM1,FUNCTION: Involved in the DNA damage response pathway by contributing to the maintenance of chromatin architecture. Recruited to the vicinity of DNA breaks by TP53BP1 and plays an accessory role to facilitate damage-induced chromatin changes and promoting chromatin relaxation. Required for efficient DNA repair and cell survival following DNA damage. {ECO:0000269|PubMed:20347427}.,,,nucleosome binding [GO:0031491],,
GOPC,Q969R2,Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4),KIAA1664 ORP4 OSBPL4,"FUNCTION: Binds 7-ketocholesterol (PubMed:11278871). Acts during spermatid development where its function is required prior to the removal of cytoplasm from the sperm head (By similarity). {ECO:0000250|UniProtKB:Q8CF21, ECO:0000269|PubMed:11278871}.",,,cholesterol binding [GO:0015485],,
