Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
GLIS2,A1KXE4,Myelin-associated neurite-outgrowth inhibitor (Mani) (p20),KIAA0280L MANI,FUNCTION: Inhibitor of neuronal axonal outgrowth. Acts as a negative regulator of CDC42 and STAT3 and a positive regulator of STMN2. Positive regulator of CDC27. {ECO:0000250|UniProtKB:D4AEP3}.,,,,,
GLIS2,O75496,Geminin,,"FUNCTION: Inhibits DNA replication by preventing the incorporation of MCM complex into pre-replication complex (pre-RC) (PubMed:14993212, PubMed:20129055, PubMed:24064211, PubMed:9635433). It is degraded during the mitotic phase of the cell cycle (PubMed:14993212, PubMed:24064211, PubMed:9635433). Its destruction at the metaphase-anaphase transition permits replication in the succeeding cell cycle (PubMed:14993212, PubMed:24064211, PubMed:9635433). Inhibits histone acetyltransferase activity of KAT7/HBO1 in a CDT1-dependent manner, inhibiting histone H4 acetylation and DNA replication licensing (PubMed:20129055). Inhibits the transcriptional activity of a subset of Hox proteins, enrolling them in cell proliferative control (PubMed:22615398). {ECO:0000269|PubMed:14993212, ECO:0000269|PubMed:20129055, ECO:0000269|PubMed:22615398, ECO:0000269|PubMed:24064211, ECO:0000269|PubMed:9635433}.",,,chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; histone deacetylase binding [GO:0042826]; transcription corepressor activity [GO:0003714],"DISEASE: Meier-Gorlin syndrome 6 (MGORS6) [MIM:616835]: A form of Meier-Gorlin syndrome, a syndrome characterized by bilateral microtia, aplasia/hypoplasia of the patellae, and severe intrauterine and postnatal growth retardation with short stature and poor weight gain. Additional clinical findings include anomalies of cranial sutures, microcephaly, apparently low-set and simple ears, microstomia, full lips, highly arched or cleft palate, micrognathia, genitourinary tract anomalies, and various skeletal anomalies. While almost all cases have primordial dwarfism with substantial prenatal and postnatal growth retardation, not all cases have microcephaly, and microtia and absent/hypoplastic patella are absent in some. Despite the presence of microcephaly, intellect is usually normal. {ECO:0000269|PubMed:26637980}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL1293278;
GLIS2,Q8WVJ9,Twist-related protein 2 (Class A basic helix-loop-helix protein 39) (bHLHa39) (Dermis-expressed protein 1) (Dermo-1),BHLHA39 DERMO1,"FUNCTION: Binds to the E-box consensus sequence 5'-CANNTG-3' as a heterodimer and inhibits transcriptional activation by MYOD1, MYOG, MEF2A and MEF2C. Also represses expression of pro-inflammatory cytokines such as TNFA and IL1B. Involved in postnatal glycogen storage and energy metabolism (By similarity). Inhibits the premature or ectopic differentiation of preosteoblast cells during osteogenesis, possibly by changing the internal signal transduction response of osteoblasts to external growth factors. {ECO:0000250, ECO:0000269|PubMed:11062344}.",,,"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","DISEASE: Focal facial dermal dysplasia 3, Setleis type (FFDD3) [MIM:227260]: A form of focal facial dermal dysplasia, a group of developmental defects characterized by bitemporal or preauricular skin lesions resembling aplasia cutis congenita. FFDD3 is characterized by distinctive bitemporal scar-like depressions resembling forceps marks, and additional facial features, including a coarse and leonine appearance, absent eyelashes on both lids or multiple rows on the upper lids, absent Meibomian glands, slanted eyebrows, chin clefting, and hypo- or hyperpigmentation of the skin. Histologically, the bitemporal lesion is an ectodermal dysplasia with near absence of subcutaneous fat, suggesting insufficient migration of neural crest cells into the frontonasal process and the first branchial arch. {ECO:0000269|PubMed:20691403, ECO:0000269|PubMed:25410422}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Ablepharon-macrostomia syndrome (AMS) [MIM:200110]: A congenital ectodermal dysplasia characterized by absent eyelids, macrostomia, microtia, redundant skin, sparse hair, dysmorphic nose and ears, variable abnormalities of the nipples, genitalia, fingers, and hands, largely normal intellectual and motor development, and poor growth. {ECO:0000269|PubMed:26119818}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Barber-Say syndrome (BBRSAY) [MIM:209885]: A rare ectodermal dysplasia characterized by ectropion, macrostomia, ear abnormalities, broad nasal bridge, bulbous nose, redundant skin, hypertrichosis, dental abnormalities, and variable other features. {ECO:0000269|PubMed:26119818}. Note=The disease is caused by variants affecting the gene represented in this entry.",
GLIS2,P86480,Proline-rich protein 20D,,,,,identical protein binding [GO:0042802],,
GLIS2,Q3LI64,Keratin-associated protein 6-1,C21orf103 KAP6.1,"FUNCTION: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high-sulfur and high-glycine-tyrosine keratins.",,,,,
GLIS2,O95231,Homeobox protein VENTX (VENT homeobox homolog) (VENT-like homeobox protein 2),HPX42B VENTX2,FUNCTION: May be involved in ventralization.,,,"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]",,
GLIS2,Q08043,Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein),,FUNCTION: F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein.,,,actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; structural constituent of muscle [GO:0008307]; transmembrane transporter binding [GO:0044325],,
GLIS2,Q3LI72,Keratin-associated protein 19-5,KAP19.5,"FUNCTION: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high-sulfur and high-glycine-tyrosine keratins.",,,,,
GLIS2,Q3SYF9,Keratin-associated protein 19-7,KAP19.7,"FUNCTION: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high-sulfur and high-glycine-tyrosine keratins.",,,,,
GLIS2,Q8IUC2,Keratin-associated protein 8-1 (High glycine-tyrosine keratin-associated protein 8.1),KAP8.1 KRTAP8.1,"FUNCTION: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high-sulfur and high-glycine-tyrosine keratins.",,,,,
GLIS2,Q9Y5B8,Nucleoside diphosphate kinase homolog 7 (NDK 7) (NDP kinase homolog 7) (3'-5' exonuclease NME7) (EC 3.1.-.-) (Protein kinase NME7) (EC 2.7.-.-) (nm23-H7),,"FUNCTION: Possesses an intrinsic kinase activity (PubMed:24807905). Displays 3'-5' exonuclease activity with a preference for single-stranded DNA (PubMed:16313181). Does not seem to have nucleoside diphosphate kinase activity (PubMed:16313181, PubMed:24807905). Functional component of the gamma-tubulin ring complex, implicated in the regulation of the microtubule-nucleating activity of the gamma-tubulin ring complex in centrosomes, in a kinase activity-dependent manner (PubMed:24807905). Part of the dynein-decorated doublet microtubules (DMTs) in cilia axoneme, which is required for motile cilia beating (PubMed:36191189). {ECO:0000269|PubMed:16313181, ECO:0000269|PubMed:24807905, ECO:0000269|PubMed:36191189}.",,,3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672],,
GLIS2,P67870,Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a),CK2N G5A,"FUNCTION: Regulatory subunit of casein kinase II/CK2. As part of the kinase complex regulates the basal catalytic activity of the alpha subunit a constitutively active serine/threonine-protein kinase that phosphorylates a large number of substrates containing acidic residues C-terminal to the phosphorylated serine or threonine (PubMed:11239457, PubMed:16818610). Participates in Wnt signaling (By similarity). {ECO:0000250|UniProtKB:P67871, ECO:0000269|PubMed:11239457, ECO:0000269|PubMed:16818610}.; FUNCTION: (Microbial infection) Upon infection with Epstein-Barr virus (EBV), the interaction with viral EBNA1 increases the association of CK2 with PML proteins, which increases PML phosphorylation by CK2, triggering the polyubiquitylation and degradation of PML (PubMed:20719947, PubMed:24216761). Seems to also suppress EBV reactivation by mediating ARK2N and JUN at the Z promoter which inhibits BZLF1 transcrition (PubMed:31341047). {ECO:0000269|PubMed:20719947, ECO:0000269|PubMed:24216761, ECO:0000269|PubMed:31341047}.",,,chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein domain specific binding [GO:0019904]; protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activity [GO:0004674]; protein-macromolecule adaptor activity [GO:0030674]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; signaling receptor binding [GO:0005102],"DISEASE: Poirier-Bienvenu neurodevelopmental syndrome (POBINDS) [MIM:618732]: An autosomal dominant neurodevelopmental disorder characterized by onset of seizures in infancy, developmental delay, impaired intellectual development, and poor or absent speech. {ECO:0000269|PubMed:28585349, ECO:0000269|PubMed:31784560}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL2358;
GLIS2,P53539,"Protein FosB (FosB proto-oncogene, AP-1 transcription factor subunit) (G0/G1 switch regulatory protein 3) (Transcription factor AP-1 subunit FosB)",G0S3,"FUNCTION: Heterodimerizes with proteins of the JUN family to form an AP-1 transcription factor complex, thereby enhancing their DNA binding activity to gene promoters containing an AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing their transcriptional activity (PubMed:12618758, PubMed:28981703). As part of the AP-1 complex, facilitates enhancer selection together with cell-type-specific transcription factors by collaboratively binding to nucleosomal enhancers and recruiting the SWI/SNF (BAF) chromatin remodeling complex to establish accessible chromatin (By similarity). Together with JUN, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Exhibits transactivation activity in vitro (By similarity). Involved in the display of nurturing behavior towards newborns (By similarity). May play a role in neurogenesis in the hippocampus and in learning and memory-related tasks by regulating the expression of various genes involved in neurogenesis, depression and epilepsy (By similarity). Implicated in behavioral responses related to morphine reward and spatial memory (By similarity). {ECO:0000250|UniProtKB:P13346, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:28981703}.; FUNCTION: [Isoform 11]: Exhibits lower transactivation activity than isoform 1 in vitro (By similarity). The heterodimer with JUN does not display any transcriptional activity, and may thereby act as an transcriptional inhibitor (By similarity). May be involved in the regulation of neurogenesis in the hippocampus (By similarity). May play a role in synaptic modifications in nucleus accumbens medium spiny neurons and thereby play a role in adaptive and pathological reward-dependent learning, including maladaptive responses involved in drug addiction (By similarity). Seems to be more stably expressed with a half-life of ~9.5 hours in cell culture as compared to 1.5 hours half-life of isoform 1 (By similarity). {ECO:0000250|UniProtKB:P13346}.",,,"DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]",,CHEMBL4630821;
