Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
PDCL,P50991,T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta) (Chaperonin containing T-complex polypeptide 1 subunit 4) (Stimulator of TAR RNA-binding),CCTD SRB,"FUNCTION: Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis (PubMed:25467444). The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance (PubMed:25467444). As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia (PubMed:20080638). The TRiC complex plays a role in the folding of actin and tubulin (Probable). {ECO:0000269|PubMed:20080638, ECO:0000269|PubMed:25467444, ECO:0000305}.",,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein folding chaperone [GO:0044183]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082],,
PDCL,O75916,Regulator of G-protein signaling 9 (RGS9),,FUNCTION: Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Binds to GNAT1. Involved in phototransduction; key element in the recovery phase of visual transduction (By similarity). {ECO:0000250}.,,,GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924],"DISEASE: Prolonged electroretinal response suppression 1 (PERRS1) [MIM:608415]: A form of bradyopsia, an ocular disorder characterized by prolonged electroretinal response suppression leading to difficulties adjusting to changes in luminance, normal to subnormal acuity and photophobia. PERRS1 is an autosomal recessive form with onset in childhood. {ECO:0000269|PubMed:14702087}. Note=The disease is caused by variants affecting the gene represented in this entry.",
PDCL,P49758,Regulator of G-protein signaling 6 (RGS6) (S914),,"FUNCTION: Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. The RGS6/GNB5 dimer enhances GNAO1 GTPase activity (PubMed:10521509). {ECO:0000269|PubMed:10521509}.",,,GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924],,
PDCL,Q99832,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (Chaperonin containing T-complex polypeptide 1 subunit 7) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",CCTH NIP7-1,"FUNCTION: Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis (PubMed:25467444). The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance (PubMed:25467444). The TRiC complex plays a role in the folding of actin and tubulin (Probable). {ECO:0000269|PubMed:25467444, ECO:0000305}.",,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; identical protein binding [GO:0042802]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082],,
PDCL,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4),,"FUNCTION: Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction.",,,protein-containing complex binding [GO:0044877]; signaling receptor complex adaptor activity [GO:0030159],"DISEASE: Charcot-Marie-Tooth disease, dominant intermediate F (CMTDIF) [MIM:615185]: A form of Charcot-Marie-Tooth disease, a disorder of the peripheral nervous system, characterized by progressive weakness and atrophy, initially of the peroneal muscles and later of the distal muscles of the arms. CMTDIF is characterized by onset around adolescence of slowly progressive distal muscle atrophy and weakness affecting the upper and lower limbs and resulting in steppage gait. There is distal sensory impairment with decreased reflexes. Nerve conduction velocities are variable, ranging from the demyelinating to the axonal range. {ECO:0000269|PubMed:23434117}. Note=The disease is caused by variants affecting the gene represented in this entry.",
PDCL,Q9Y3B7,"Large ribosomal subunit protein uL11m (39S ribosomal protein L11, mitochondrial) (L11mt) (MRP-L11)",,,,,large ribosomal subunit rRNA binding [GO:0070180]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],,
PDCL,P17987,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Chaperonin containing T-complex polypeptide 1 subunit 1),CCT1 CCTA,"FUNCTION: Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis (PubMed:25467444). The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance (PubMed:25467444). As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia (PubMed:20080638). The TRiC complex plays a role in the folding of actin and tubulin (Probable). {ECO:0000269|PubMed:20080638, ECO:0000269|PubMed:25467444, ECO:0000305}.",,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein folding chaperone [GO:0044183]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082],,
PDCL,Q9P2W3,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13,,"FUNCTION: Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction.",,,G-protein beta-subunit binding [GO:0031681],,
DRD2,P14416,D(2) dopamine receptor (Dopamine D2 receptor),,"FUNCTION: Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase (PubMed:21645528). Positively regulates postnatal regression of retinal hyaloid vessels via suppression of VEGFR2/KDR activity, downstream of OPN5 (By similarity). {ECO:0000250|UniProtKB:P61168, ECO:0000269|PubMed:21645528}.",,,"dopamine binding [GO:0035240]; dopamine neurotransmitter receptor activity, coupled via Gi/Go [GO:0001591]; G protein-coupled receptor activity [GO:0004930]; G-protein alpha-subunit binding [GO:0001965]; heterocyclic compound binding [GO:1901363]; heterotrimeric G-protein binding [GO:0032795]; identical protein binding [GO:0042802]; ionotropic glutamate receptor binding [GO:0035255]; potassium channel regulator activity [GO:0015459]",,CHEMBL217;
DRD2,Q9ULU8,Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1),CAPS CAPS1 KIAA1121,"FUNCTION: Calcium-binding protein involved in exocytosis of vesicles filled with neurotransmitters and neuropeptides. Probably acts upstream of fusion in the biogenesis or maintenance of mature secretory vesicles. Regulates catecholamine loading of DCVs. May specifically mediate the Ca(2+)-dependent exocytosis of large dense-core vesicles (DCVs) and other dense-core vesicles by acting as a PtdIns(4,5)P2-binding protein that acts at prefusion step following ATP-dependent priming and participates in DCVs-membrane fusion. However, it may also participate in small clear synaptic vesicles (SVs) exocytosis and it is unclear whether its function is related to Ca(2+) triggering (By similarity). {ECO:0000250}.",,,lipid binding [GO:0008289]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901],,
DRD2,Q86UW7,Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2),CAPS2 KIAA1591,FUNCTION: Calcium-binding protein involved in exocytosis of vesicles filled with neurotransmitters and neuropeptides. Probably acts upstream of fusion in the biogenesis or maintenance of mature secretory vesicles. Regulates neurotrophin release from granule cells leading to regulate cell differentiation and survival during cerebellar development. May specifically mediate the Ca(2+)-dependent exocytosis of large dense-core vesicles (DCVs) and other dense-core vesicles (By similarity). {ECO:0000250}.,,,lipid binding [GO:0008289]; metal ion binding [GO:0046872],,
DRD2,P21917,D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor),,"FUNCTION: Dopamine receptor responsible for neuronal signaling in the mesolimbic system of the brain, an area of the brain that regulates emotion and complex behavior. Activated by dopamine, but also by epinephrine and norepinephrine, and by numerous synthetic agonists and drugs (PubMed:16423344, PubMed:27659709, PubMed:29051383, PubMed:9003072). Agonist binding triggers signaling via G proteins that inhibit adenylyl cyclase (PubMed:16423344, PubMed:27659709, PubMed:29051383, PubMed:7512953, PubMed:7643093). Modulates the circadian rhythm of contrast sensitivity by regulating the rhythmic expression of NPAS2 in the retinal ganglion cells (By similarity). {ECO:0000250|UniProtKB:P51436, ECO:0000269|PubMed:16423344, ECO:0000269|PubMed:1840645, ECO:0000269|PubMed:27659709, ECO:0000269|PubMed:29051383, ECO:0000269|PubMed:7512953, ECO:0000269|PubMed:7643093, ECO:0000269|PubMed:8078498, ECO:0000269|PubMed:9003072}.",,,"dopamine binding [GO:0035240]; dopamine neurotransmitter receptor activity [GO:0004952]; dopamine neurotransmitter receptor activity, coupled via Gi/Go [GO:0001591]; epinephrine binding [GO:0051379]; G protein-coupled serotonin receptor activity [GO:0004993]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; neurotransmitter receptor activity [GO:0030594]; norepinephrine binding [GO:0051380]; potassium channel regulator activity [GO:0015459]; serotonin binding [GO:0051378]; SH3 domain binding [GO:0017124]",,CHEMBL219;
DRD2,P28223,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2,"FUNCTION: G-protein coupled receptor for 5-hydroxytryptamine (serotonin) (PubMed:1330647, PubMed:18703043, PubMed:19057895, PubMed:21645528, PubMed:22300836, PubMed:35084960, PubMed:38552625). Also functions as a receptor for various drugs and psychoactive substances, including mescaline, psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane (DOI) and lysergic acid diethylamide (LSD) (PubMed:28129538, PubMed:35084960). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of downstream effectors (PubMed:28129538, PubMed:35084960). HTR2A is coupled to G(q)/G(11) G alpha proteins and activates phospholipase C-beta, releasing diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) second messengers that modulate the activity of phosphatidylinositol 3-kinase and promote the release of Ca(2+) ions from intracellular stores, respectively (PubMed:18703043, PubMed:28129538, PubMed:35084960). Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways (PubMed:28129538, PubMed:35084960). Affects neural activity, perception, cognition and mood (PubMed:18297054). Plays a role in the regulation of behavior, including responses to anxiogenic situations and psychoactive substances. Plays a role in intestinal smooth muscle contraction, and may play a role in arterial vasoconstriction (By similarity). {ECO:0000250|UniProtKB:P35363, ECO:0000269|PubMed:1330647, ECO:0000269|PubMed:18297054, ECO:0000269|PubMed:18703043, ECO:0000269|PubMed:19057895, ECO:0000269|PubMed:21645528, ECO:0000269|PubMed:22300836, ECO:0000269|PubMed:28129538, ECO:0000269|PubMed:35084960, ECO:0000269|PubMed:38552625}.; FUNCTION: (Microbial infection) Acts as a receptor for human JC polyomavirus/JCPyV. {ECO:0000269|PubMed:24089568}.",,,"1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding [GO:0071886]; G protein-coupled serotonin receptor activity [GO:0004993]; Gq/11-coupled serotonin receptor activity [GO:0001587]; identical protein binding [GO:0042802]; neurotransmitter receptor activity [GO:0030594]; protein tyrosine kinase activator activity [GO:0030296]; protein-containing complex binding [GO:0044877]; serotonin binding [GO:0051378]; serotonin receptor activity [GO:0099589]; virus receptor activity [GO:0001618]",,CHEMBL224;
DRD2,Q8NFD2,Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase),PKK2 SGK288,,"ACT_SITE 145; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027""",,3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711],,CHEMBL5547;
DRD2,P57771,Regulator of G-protein signaling 8 (RGS8),,"FUNCTION: Regulates G protein-coupled receptor signaling cascades, including signaling via muscarinic acetylcholine receptor CHRM2 and dopamine receptor DRD2 (By similarity). Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form (PubMed:18434541). Modulates the activity of potassium channels that are activated in response to DRD2 and CHRM2 signaling (By similarity). {ECO:0000250|UniProtKB:P49804, ECO:0000269|PubMed:18434541}.",,,GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924],,CHEMBL2034803;
DRD2,Q5JY77,G-protein coupled receptor-associated sorting protein 1 (GASP-1),GASP KIAA0443,"FUNCTION: Modulates lysosomal sorting and functional down-regulation of a variety of G-protein coupled receptors. Targets receptors for degradation in lysosomes via its interaction with BECN2. {ECO:0000269|PubMed:12142540, ECO:0000269|PubMed:15452121, ECO:0000269|PubMed:23954414}.",,,,,
DRD2,Q9NPG8,Palmitoyltransferase ZDHHC4 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 4) (DHHC-4) (Zinc finger protein 374),ZNF374,"FUNCTION: Palmitoyltransferase that catalyzes the addition of palmitate onto protein substrates including the D(2) dopamine receptor DRD2, GSK3B or MAVS. Mediates GSK3B palmitoylation to prevent its AKT1-mediated phosphorylation leading to activation of the STAT3 signaling pathway (PubMed:35606353). Catalyzes also MAVS palmitoylation which promotes its stabilization and activation by inhibiting 'Lys-48'- but facilitating 'Lys-63'-linked ubiquitination (PubMed:38016475). {ECO:0000269|PubMed:26535572, ECO:0000269|PubMed:35606353, ECO:0000269|PubMed:38016475}.","ACT_SITE 179; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067""",,palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706],,
DRD2,Q6U736,Opsin-5 (G-protein coupled receptor 136) (G-protein coupled receptor PGR12) (Neuropsin) (Transmembrane protein 13),GPR136 PGR12 TMEM13,"FUNCTION: G-protein coupled receptor which selectively activates G(i) type G proteins via ultraviolet A (UVA) light-mediated activation in the retina (By similarity). Preferentially binds the chromophore 11-cis retinal and is a bistable protein that displays emission peaks at 380 nm (UVA light) and 470 nm (blue light) (PubMed:22043319). Required for the light-response in the inner plexiform layer, and contributes to the regulation of the light-response in the nerve fiber layer, via phosphorylated DAT/SLC6A3 dopamine uptake (By similarity). Involved in local corneal and retinal circadian rhythm photoentrainment via modulation of the UVA light-induced phase-shift of the retina clock (By similarity). Acts as a circadian photoreceptor in the outer ear, via modulation of circadian clock-gene expression in response to violet light during the light-to-dark transition phase and night phase of the circadian cycle (By similarity). Required in the retina to negatively regulate hyaloid vessel regression during postnatal development via light-dependent OPN5-SLC32A1-DRD2-VEGFR2 signaling (By similarity). Involved in the light-dependent regulation of retina and vitreous compartment dopamine levels (By similarity). {ECO:0000250|UniProtKB:Q6VZZ7, ECO:0000269|PubMed:22043319}.",,,11-cis retinal binding [GO:0005502]; G protein-coupled photoreceptor activity [GO:0008020],,CHEMBL4523878;
DRD2,Q9ULC8,Palmitoyltransferase ZDHHC8 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 8) (DHHC-8) (Zinc finger protein 378),KIAA1292 ZDHHCL1 ZNF378,"FUNCTION: Palmitoyltransferase that catalyzes the addition of palmitate onto various protein substrates and therefore functions in several unrelated biological processes (Probable). Through the palmitoylation of ABCA1 regulates the localization of the transporter to the plasma membrane and thereby regulates its function in cholesterol and phospholipid efflux (Probable). Could also pamitoylate the D(2) dopamine receptor DRD2 and regulate its stability and localization to the plasma membrane (Probable). Could also play a role in glutamatergic transmission (By similarity). {ECO:0000250|UniProtKB:Q5Y5T5, ECO:0000305|PubMed:19556522, ECO:0000305|PubMed:23034182, ECO:0000305|PubMed:26535572}.; FUNCTION: (Microbial infection) Able to palmitoylate SARS coronavirus-2/SARS-CoV-2 spike protein following its synthesis in the endoplasmic reticulum (ER). In the infected cell, promotes spike biogenesis by protecting it from premature ER degradation, increases half-life and controls the lipid organization of its immediate membrane environment. Once the virus has formed, spike palmitoylation controls fusion with the target cell. {ECO:0000269|PubMed:34599882}.","ACT_SITE 134; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067""",,palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706],,
DRD2,Q96NY7,Chloride intracellular channel protein 6 (Glutaredoxin-like oxidoreductase CLIC6) (EC 1.8.-.-) (Parchorin),CLIC1L,"FUNCTION: In the soluble state, catalyzes glutaredoxin-like thiol disulfide exchange reactions with reduced glutathione as electron donor (By similarity). Can insert into membranes and form voltage-dependent chloride-selective channels. The channel opens upon membrane depolarization at positive voltages and closes at negative membrane voltages (PubMed:37838179). May play a critical role in water-secreting cells, possibly through the regulation of chloride ion transport (By similarity). {ECO:0000250|UniProtKB:Q9N2G5, ECO:0000250|UniProtKB:Q9Y696, ECO:0000269|PubMed:37838179}.",,,chloride channel activity [GO:0005254]; D2 dopamine receptor binding [GO:0031749]; D3 dopamine receptor binding [GO:0031750]; D4 dopamine receptor binding [GO:0031751]; oxidoreductase activity [GO:0016491],,
DRD2,O75364,Pituitary homeobox 3 (Homeobox protein PITX3) (Paired-like homeodomain transcription factor 3),PTX3,"FUNCTION: Transcriptional regulator which is important for the differentiation and maintenance of meso-diencephalic dopaminergic (mdDA) neurons during development. In addition to its importance during development, it also has roles in the long-term survival and maintenance of the mdDA neurons. Activates NR4A2/NURR1-mediated transcription of genes such as SLC6A3, SLC18A2, TH and DRD2 which are essential for development of mdDA neurons. Acts by decreasing the interaction of NR4A2/NURR1 with the corepressor NCOR2/SMRT which acts through histone deacetylases (HDACs) to keep promoters of NR4A2/NURR1 target genes in a repressed deacetylated state. Essential for the normal lens development and differentiation. Plays a critical role in the maintenance of mitotic activity of lens epithelial cells, fiber cell differentiation and in the control of the temporal and spatial activation of fiber cell-specific crystallins. Positively regulates FOXE3 expression and negatively regulates PROX1 in the anterior lens epithelium, preventing activation of CDKN1B/P27Kip1 and CDKN1C/P57Kip2 and thus maintains lens epithelial cells in cell cycle (By similarity). {ECO:0000250}.",,,"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]","DISEASE: Anterior segment dysgenesis 1 (ASGD1) [MIM:107250]: A form of anterior segment dysgenesis, a group of defects affecting anterior structures of the eye including cornea, iris, lens, trabecular meshwork, and Schlemm canal. Anterior segment dysgeneses result from abnormal migration or differentiation of the neural crest derived mesenchymal cells that give rise to components of the anterior chamber during eye development. Different anterior segment anomalies may exist alone or in combination, including iris hypoplasia, enlarged or reduced corneal diameter, corneal vascularization and opacity, posterior embryotoxon, corectopia, polycoria, abnormal iridocorneal angle, ectopia lentis, and anterior synechiae between the iris and posterior corneal surface. Clinical conditions falling within the phenotypic spectrum of anterior segment dysgeneses include aniridia, Axenfeld anomaly, Reiger anomaly/syndrome, Peters anomaly, and iridogoniodysgenesis. {ECO:0000269|PubMed:9620774}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cataract 11, multiple types (CTRCT11) [MIM:610623]: An opacification of the crystalline lens of the eye that frequently results in visual impairment or blindness. Opacities vary in morphology, are often confined to a portion of the lens, and may be static or progressive. CTRCT11 includes posterior polar cataract, among others. Posterior polar cataract is a subcapsular opacity, usually disk-shaped, located at the back of the lens. Some CTRCT11 patients can present a severe phenotype including microphthalmia and neurological dysfunction. {ECO:0000269|PubMed:15286169, ECO:0000269|PubMed:9620774}. Note=The disease is caused by variants affecting the gene represented in this entry.",
DRD2,P21728,D(1A) dopamine receptor (Dopamine D1 receptor),,FUNCTION: Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase.,,,"arrestin family protein binding [GO:1990763]; dopamine binding [GO:0035240]; dopamine neurotransmitter receptor activity [GO:0004952]; dopamine neurotransmitter receptor activity, coupled via Gs [GO:0001588]; G protein-coupled receptor activity [GO:0004930]; G-protein alpha-subunit binding [GO:0001965]; heterotrimeric G-protein binding [GO:0032795]",,CHEMBL2056;
DRD2,Q9NYG2,Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Acyltransferase ZDHHC3) (EC 2.3.1.-) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3),,"FUNCTION: Golgi-localized palmitoyltransferase that catalyzes the addition of palmitate onto various protein substrates (PubMed:19001095, PubMed:21926431, PubMed:22240897, PubMed:22314500, PubMed:23034182). Has no stringent fatty acid selectivity and in addition to palmitate can also transfer onto target proteins myristate from tetradecanoyl-CoA and stearate from octadecanoyl-CoA (By similarity). Plays an important role in G protein-coupled receptor signaling pathways involving GNAQ and potentially other heterotrimeric G proteins by regulating their dynamic association with the plasma membrane (PubMed:19001095). Palmitoylates ITGA6 and ITGB4, thereby regulating the alpha-6/beta-4 integrin localization, expression and function in cell adhesion to laminin (PubMed:22314500). Plays a role in the TRAIL-activated apoptotic signaling pathway most probably through the palmitoylation and localization to the plasma membrane of TNFRSF10A (PubMed:22240897). In the brain, by palmitoylating the gamma subunit GABRG2 of GABA(A) receptors and regulating their postsynaptic accumulation, plays a role in synaptic GABAergic inhibitory function and GABAergic innervation (By similarity). Palmitoylates the neuronal protein GAP43 which is also involved in the formation of GABAergic synapses (By similarity). Palmitoylates NCDN thereby regulating its association with endosome membranes (By similarity). Probably palmitoylates PRCD and is involved in its proper localization within the photoreceptor (By similarity). Could mediate the palmitoylation of NCAM1 and regulate neurite outgrowth (By similarity). Could palmitoylate DNAJC5 and regulate its localization to Golgi membranes (By similarity). Also constitutively palmitoylates DLG4 (By similarity). May also palmitoylate SNAP25 (By similarity). Could palmitoylate the glutamate receptors GRIA1 and GRIA2 but this has not been confirmed in vivo (By similarity). Could also palmitoylate the D(2) dopamine receptor DRD2 (PubMed:26535572). May also palmitoylate LAMTOR1, promoting its localization to lysosomal membranes (PubMed:35893977). Palmitoylates the Toll-like receptor 9/TLR9 in the Golgi and thereby regulates TLR9 trafficking to endosomes (PubMed:38169466). May palmitoylate CALHM1 and CALHM3 subunits of gustatory voltage-gated ion channels and modulate channel gating and kinetics. {ECO:0000250|UniProtKB:Q8R173, ECO:0000269|PubMed:19001095, ECO:0000269|PubMed:21926431, ECO:0000269|PubMed:22240897, ECO:0000269|PubMed:22314500, ECO:0000269|PubMed:23034182, ECO:0000269|PubMed:26535572, ECO:0000269|PubMed:35893977, ECO:0000269|PubMed:38169466}.; FUNCTION: May also function as a calcium transporter. {ECO:0000250|UniProtKB:Q8R173}.","ACT_SITE 157; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067, ECO:0000305|PubMed:22240897, ECO:0000305|PubMed:35893977""",,palmitoyltransferase activity [GO:0016409]; protein homodimerization activity [GO:0042803]; protein-cysteine S-myristoyltransferase activity [GO:0019705]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; protein-cysteine S-stearoyltransferase activity [GO:0140439],,
DRD2,Q9UGC6,Regulator of G-protein signaling 17 (RGS17),RGSZ2,"FUNCTION: Regulates G protein-coupled receptor signaling cascades, including signaling via muscarinic acetylcholine receptor CHRM2 and dopamine receptor DRD2. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form (PubMed:15096504). Binds selectively to GNAZ and GNAI2 subunits, accelerates their GTPase activity and regulates their signaling activities. Negatively regulates mu-opioid receptor-mediated activation of the G-proteins (By similarity). {ECO:0000250|UniProtKB:Q9QZB0, ECO:0000269|PubMed:15096504}.",,,GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924],,CHEMBL4295974;
DRD2,P43354,Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor),NOT NURR1 TINUR,"FUNCTION: Transcriptional regulator which is important for the differentiation and maintenance of meso-diencephalic dopaminergic (mdDA) neurons during development (PubMed:15716272, PubMed:17184956). It is crucial for expression of a set of genes such as SLC6A3, SLC18A2, TH and DRD2 which are essential for development of mdDA neurons (By similarity). {ECO:0000250|UniProtKB:Q06219, ECO:0000269|PubMed:15716272, ECO:0000269|PubMed:17184956}.",,,"beta-catenin binding [GO:0008013]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear glucocorticoid receptor binding [GO:0035259]; nuclear receptor activity [GO:0004879]; nuclear retinoid X receptor binding [GO:0046965]; protein heterodimerization activity [GO:0046982]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]","DISEASE: Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism (IDLDP) [MIM:619911]: An autosomal dominant disorder characterized by global developmental delay affecting motor, cognitive, and speech domains apparent in early childhood or infancy. Most patients also show movement abnormalities, often hypotonia with later development of dopa-responsive dystonia or parkinsonism. About half of patients develop various types of seizures. {ECO:0000269|PubMed:31428396, ECO:0000269|PubMed:31922365, ECO:0000269|PubMed:32366965, ECO:0000269|PubMed:33585677}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL5002;
DRD2,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein),GNAI2B,FUNCTION: Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. The G(i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli. May play a role in cell division. {ECO:0000269|PubMed:17635935}.; FUNCTION: [Isoform sGi2]: Regulates the cell surface density of dopamine receptors DRD2 by sequestrating them as an intracellular pool. {ECO:0000269|PubMed:17550964}.,,,G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872],,CHEMBL4105887;
