gene,disease,assocID,geneNcbiID,geneDSI,geneDPI,score,yearInitial,yearFinal,diseaseType
MCL1,"Malignant neoplasm of lower lobe, bronchus or lung",25355445,4170,0.409,0.957,0.45,,,disease
MCL1,"Malignant neoplasm of upper lobe, bronchus or lung",15732434,4170,0.409,0.957,0.45,,,disease
MCL1,"Malignant neoplasm of middle lobe, bronchus or lung",25355101,4170,0.409,0.957,0.45,,,disease
MCL1,Malignant neoplasm of other parts of bronchus or lung,25355789,4170,0.409,0.957,0.45,,,disease
MCL1,"Slack Skin, Granulomatous",35218991,4170,0.409,0.957,0.4,2003,2003,disease
MCL1,Malignant neoplasm of other connective and soft tissue,25356101,4170,0.409,0.957,0.4,2004,2004,disease
MCL1,Leishmaniases,15399675,4170,0.409,0.957,0.4,2016,2016,disease
MCL1,Barrett Esophagus,5379779,4170,0.409,0.957,0.4,2011,2011,disease
MCL1,Malignant neoplasm of large intestine,35092702,4170,0.409,0.957,0.4,,,disease
MCL1,Severe myopia (> -6.00 diopters),30391398,4170,0.409,0.957,0.4,,,disease
MCL1,Non-Small Cell Adenocarcinoma,45154094,4170,0.409,0.957,0.4,,,disease
AR,"Neoplasm, Prostatic",20466838,367,0.331,0.957,1.0,2001,2018,disease
AR,KD,45614846,367,0.331,0.957,1.0,1991,2023,disease
AR,"Neoplasm, Castration-Resistant Prostatic",50568535,367,0.331,0.957,0.9500000000000001,2008,2017,disease
AR,Breast Neoplasms,45285925,367,0.331,0.957,0.9500000000000001,2011,2011,disease
AR,Androgen insensitivity syndrome,20806714,367,0.331,0.957,0.9500000000000001,1992,1993,disease
AR,Partial androgen insensitivity syndrome,30344549,367,0.331,0.957,0.9500000000000001,1993,1993,disease
AR,Malignant neoplasm of prostate,35186595,367,0.331,0.957,0.9,,,disease
AR,"Prostatic Cancers, Androgen-Independent",50562844,367,0.331,0.957,0.8500000000000001,2008,2017,disease
AR,Testicular Feminization Syndrome,40685827,367,0.331,0.957,0.8500000000000001,1993,1993,disease
AR,Hypospadia,40526543,367,0.331,0.957,0.8500000000000001,,,disease
AR,Cryptorchism,10228654,367,0.331,0.957,0.8500000000000001,,,disease
AR,Endometrial Neoplasm,10691223,367,0.331,0.957,0.85,,,disease
AR,"Infertility, Male",15205474,367,0.331,0.957,0.8,2002,2010,disease
AR,Obesity,20164782,367,0.331,0.957,0.8,,,disease
AR,Insulin Resistance,15301882,367,0.331,0.957,0.8,2011,2011,phenotype
AR,Depressive neurosis,10304280,367,0.331,0.957,0.8,2011,2014,disease
AR,"Breast Neoplasm, Male",30237075,367,0.331,0.957,0.7999999999999999,1992,1993,disease
AR,High blood pressure,15134036,367,0.331,0.957,0.7999999999999999,1999,1999,disease
AR,Fibroid Tumor,15396639,367,0.331,0.957,0.7999999999999999,,,disease
AR,Liver cell carcinoma,50198387,367,0.331,0.957,0.75,2008,2008,disease
AR,Endometrium,5688182,367,0.331,0.957,0.75,,,disease
AR,Depression,10288084,367,0.331,0.957,0.75,2011,2014,disease
AR,Alopecias,5072147,367,0.331,0.957,0.75,2005,2005,disease
AR,Alcoholism,5067777,367,0.331,0.957,0.65,2011,2014,disease
AR,"Atrophy, Spinal Muscular",15903408,367,0.331,0.957,0.65,,,disease
AR,Lung Neoplasm,15600834,367,0.331,0.957,0.6000000000000001,2018,2018,disease
AR,Childhood autism,5353646,367,0.331,0.957,0.6000000000000001,2009,2009,disease
AR,Alcohol withdrawal syndrome,30071160,367,0.331,0.957,0.6000000000000001,2010,2011,disease
AR,Affective Disorders,35531084,367,0.331,0.957,0.6000000000000001,2006,2006,disease
AR,Leukemias,15413241,367,0.331,0.957,0.6000000000000001,2009,2009,disease
AR,Conduct Disorder,25225414,367,0.331,0.957,0.55,,,disease
AR,"Neoplasm Recurrence, Local",20050347,367,0.331,0.957,0.5,2001,2001,disease
AR,Astrocytoma,5312572,367,0.331,0.957,0.5,2014,2014,disease
AR,"Disease, Male Genital",10832021,367,0.331,0.957,0.5,2015,2015,disease
AR,craving alcohol (symptom),35581778,367,0.331,0.957,0.5,2010,2010,phenotype
AR,Attention-Deficit Disorder NOS,25038141,367,0.331,0.957,0.45,,,disease
AR,Oppositional defiant disorder,20203188,367,0.331,0.957,0.45,,,disease
AR,"Astrocytoma, Cerebral",40460443,367,0.331,0.957,0.4,2014,2014,disease
AR,"Diabetes, Gestational",25154136,367,0.331,0.957,0.4,2010,2010,disease
AR,Prostate,25374030,367,0.331,0.957,0.4,2010,2010,disease
AR,"Infertility, Female",15203723,367,0.331,0.957,0.4,2013,2013,phenotype
AR,"HYPOSPADIAS 1, X-LINKED",50291435,367,0.331,0.957,0.4,,,disease
CYP2B6,Liver cell carcinoma,50179752,1555,0.478,0.957,0.85,2017,2017,disease
CYP2B6,HIV infection,15034731,1555,0.478,0.957,0.7999999999999999,,,disease
CYP2B6,"Dependence, Nicotine",20130929,1555,0.478,0.957,0.7,,,disease
CYP2B6,Acute myeloid leukemia,15464744,1555,0.478,0.957,0.65,,,disease
CYP2B6,Alcoholism,5065615,1555,0.478,0.957,0.6000000000000001,2003,2006,disease
CYP2B6,Psychosis,20521798,1555,0.478,0.957,0.5,2007,2007,disease
CYP2B6,Unspecified nonorganic psychosis,35126820,1555,0.478,0.957,0.5,2007,2007,disease
CYP2B6,Heroin Dependence,15023887,1555,0.478,0.957,0.5,,,disease
CYP2B6,"Abstinence Syndromes, Neonatal",20049665,1555,0.478,0.957,0.5,,,disease
CYP2B6,"EFAVIRENZ, POOR METABOLISM OF",50485067,1555,0.478,0.957,0.45,2004,2019,phenotype
CYP2B6,Gliosarcoma,25543356,1555,0.478,0.957,0.4,1998,2001,disease
CYP2B6,Chemical and Drug Induced Liver Injury,55116812,1555,0.478,0.957,0.4,2018,2021,disease
CYP2B6,"Kidney Failure, Chronic",15366292,1555,0.478,0.957,0.4,2004,2004,disease
CYP2B6,Bile Duct Obstructions,5919803,1555,0.478,0.957,0.4,2012,2012,disease
CYP2B6,AUTISM SPECTRUM DISORDER,45364064,1555,0.478,0.957,0.4,2022,2022,disease
CYP2B6,Tuberculoma,25019672,1555,0.478,0.957,0.4,,,disease
CYP2B6,Abstinence Syndrome,45117863,1555,0.478,0.957,0.4,,,disease
CYP2B6,Other specified drug dependence,20255115,1555,0.478,0.957,0.4,,,disease
CHI3L1,Asthma,5289916,1116,0.376,0.957,0.9500000000000001,,,disease
CHI3L1,Schizophrenias,20613453,1116,0.376,0.957,0.9500000000000001,,,disease
CHI3L1,Glioblastoma,10845536,1116,0.376,0.957,0.9,2010,2010,disease
CHI3L1,Gliomas,10869457,1116,0.376,0.957,0.85,2011,2011,disease
CHI3L1,"Glioma, malignant",35576939,1116,0.376,0.957,0.6000000000000001,2011,2011,disease
CHI3L1,Primary Glioblastoma,45382365,1116,0.376,0.957,0.55,2010,2010,disease
CHI3L1,glioblastoma multiforme adult,30452468,1116,0.376,0.957,0.45,2010,2010,disease
CHI3L1,"Osteoarthrosis, localized, not specified whether primary or secondary",25398049,1116,0.376,0.957,0.4,2009,2009,disease
CHI3L1,ASRT7,50290267,1116,0.376,0.957,0.4,2008,2008,phenotype
CHI3L1,Neoplasm Invasiveness,20049847,1116,0.376,0.957,0.4,2010,2010,phenotype
CHRM5,"Abuse, Marihuana",15737330,1133,0.774,0.478,0.5,2007,2007,disease
CHRM5,Schizophrenias,20613607,1133,0.774,0.478,0.5,2004,2004,disease
CHRM5,Cocaine Related Disorders,30073354,1133,0.774,0.478,0.4,2003,2003,disease
CHRM4,Schizophrenias,20613601,1132,0.696,0.522,0.75,2012,2013,disease
CHRM4,Tremors,25015350,1132,0.696,0.522,0.4,1999,1999,phenotype
CHRM4,Catatonia,5858532,1132,0.696,0.522,0.4,2004,2004,disease
CHRM3,Prune Belly Syndrome,20503757,1131,0.505,0.913,0.9000000000000001,2005,2019,disease
CHRM3,COPD,15571030,1131,0.505,0.913,0.75,,,disease
CHRM3,Bladder Disease,5433299,1131,0.505,0.913,0.75,2011,2011,disease
CHRM3,Ascites,5283662,1131,0.505,0.913,0.55,2010,2010,disease
CHRM3,Cryptorchism,10227805,1131,0.505,0.913,0.45,2011,2011,disease
CHRM3,Pulmonary Fibrosis,20532969,1131,0.505,0.913,0.45,,,disease
CHRM3,"Cirrhosis, Hepatic",15524961,1131,0.505,0.913,0.4,2010,2010,disease
CHRM3,Chemical and Drug Induced Liver Injury,55116753,1131,0.505,0.913,0.4,2010,2010,disease
